po_no,vendor_code,plant_code,po_date,material,qty,rate,amount
PO-2024-00852,VEND-0045,PLNT-10,2024-06-22,Milk Solids,3230,272.11,878915.3
PO-2024-00852,VEND-0045,PLNT-10,2024-06-22,Edible Starch,1062,789.15,838077.3
PO-2024-00853,VEND-0002,PLNT-06,2024-09-06,Cardamom Oil,4366,595.45,2599734.7
PO-2024-00854,VEND-0045,PLNT-14,2024-04-03,Edible Starch,1414,122.51,173229.14
PO-2024-00854,VEND-0045,PLNT-14,2024-04-03,Edible Starch,4603,187.86,864719.58
PO-2024-00854,VEND-0045,PLNT-14,2024-04-03,Glucose Syrup,4882,129.89,634122.98
PO-2024-00855,VEND-0023,PLNT-08,2024-06-21,Wrapper Film,3025,685.01,2072155.25
PO-2024-00855,VEND-0023,PLNT-08,2024-06-21,Mono Carton,2327,146.72,341417.44
PO-2024-00856,VEND-0029,PLNT-12,2024-10-18,Refined Sugar,1607,10.15,16311.05
PO-2024-00857,VEND-0031,PLNT-09,2024-03-23,Mint Flavour,3196,194.21,620695.16
PO-2024-00857,VEND-0031,PLNT-09,2024-03-23,Citric Acid,4812,586.99,2824595.88
PO-2024-00857,VEND-0031,PLNT-09,2024-03-23,Mint Flavour,693,24.06,16673.58
PO-2024-00858,VEND-0061,PLNT-06,2024-10-11,Permitted Colour,2626,148.47,389882.22
PO-2024-00858,VEND-0061,PLNT-06,2024-10-11,Cardamom Oil,2694,409.2,1102384.8
PO-2024-00858,VEND-0061,PLNT-06,2024-10-11,Cardamom Oil,1626,791.2,1286491.2
PO-2024-00858,VEND-0061,PLNT-06,2024-10-11,Cardamom Oil,1054,624.29,658001.66
PO-2024-00859,VEND-0035,PLNT-02,2024-10-12,AMC-Machinery,3925,79.49,311998.25
PO-2024-00859,VEND-0035,PLNT-02,2024-10-12,Security Services,4571,110.09,503221.39
PO-2024-00860,VEND-0004,PLNT-03,2024-03-10,Citric Acid,4636,401.93,1863347.48
PO-2024-00861,VEND-0107,PLNT-02,2024-11-16,PET Bottle 500ml,3236,460.16,1489077.76
PO-2024-00861,VEND-0107,PLNT-02,2024-11-16,Shrink Sleeve,1973,288.26,568736.98
PO-2024-00861,VEND-0107,PLNT-02,2024-11-16,Wrapper Film,4363,520.91,2272730.33
PO-2024-00862,VEND-0072,PLNT-12,2025-01-12,Secondary Freight,4014,209.24,839889.36
PO-2024-00862,VEND-0072,PLNT-12,2025-01-12,Primary Freight,4073,144.59,588915.07
PO-2024-00862,VEND-0072,PLNT-12,2025-01-12,Secondary Freight,1285,426.03,547448.55
PO-2024-00862,VEND-0072,PLNT-12,2025-01-12,Cold-Chain Haulage,3465,617.87,2140919.55
PO-2024-00863,VEND-0106,PLNT-15,2024-06-08,Cocoa Mass,2479,252.01,624732.79
PO-2024-00863,VEND-0106,PLNT-15,2024-06-08,Cocoa Mass,1361,674.08,917422.88
PO-2024-00863,VEND-0106,PLNT-15,2024-06-08,Citric Acid,3353,429.06,1438638.18
PO-2024-00863,VEND-0106,PLNT-15,2024-06-08,Citric Acid,538,463.31,249260.78
PO-2024-00864,VEND-0006,PLNT-12,2025-05-12,Milk Solids,1692,245.81,415910.52
PO-2024-00864,VEND-0006,PLNT-12,2025-05-12,Glucose Syrup,3589,503.93,1808604.77
PO-2024-00864,VEND-0006,PLNT-12,2025-05-12,Menthol Crystals,2068,230.57,476818.76
PO-2024-00865,VEND-0030,PLNT-10,2024-11-29,Glucose Syrup,4005,549.63,2201268.15
PO-2024-00865,VEND-0030,PLNT-10,2024-11-29,Edible Starch,2037,892.66,1818348.42
PO-2024-00865,VEND-0030,PLNT-10,2024-11-29,Edible Starch,3423,110.6,378583.8
PO-2024-00865,VEND-0030,PLNT-10,2024-11-29,Milk Solids,2863,48.52,138912.76
PO-2024-00866,VEND-0061,PLNT-08,2024-08-16,Mint Flavour,1770,683.58,1209936.6
PO-2024-00866,VEND-0061,PLNT-08,2024-08-16,Mint Flavour,537,782.7,420309.9
PO-2024-00867,VEND-0039,PLNT-10,2024-01-03,Mono Carton,4549,595.88,2710658.12
PO-2024-00867,VEND-0039,PLNT-10,2024-01-03,Corrugated Box,1310,26.32,34479.2
PO-2024-00867,VEND-0039,PLNT-10,2024-01-03,Corrugated Box,1390,240.82,334739.8
PO-2024-00867,VEND-0039,PLNT-10,2024-01-03,Corrugated Box,4955,601.0,2977955.0
PO-2024-00868,VEND-0021,PLNT-02,2024-03-27,Glucose Syrup,110,402.24,44246.4
PO-2024-00869,VEND-0067,PLNT-15,2024-07-21,Housekeeping,4578,299.67,1371889.26
PO-2024-00869,VEND-0067,PLNT-15,2024-07-21,IT AMC,1358,790.7,1073770.6
PO-2024-00869,VEND-0067,PLNT-15,2024-07-21,Housekeeping,2917,697.51,2034636.67
PO-2024-00870,VEND-0073,PLNT-14,2025-05-24,Mono Carton,2964,521.22,1544896.08
PO-2024-00870,VEND-0073,PLNT-14,2025-05-24,Mono Carton,3813,140.41,535383.33
PO-2024-00870,VEND-0073,PLNT-14,2025-05-24,Mono Carton,3942,168.0,662256.0
PO-2024-00871,VEND-0053,PLNT-10,2024-03-21,Wrapper Film,3671,588.91,2161888.61
PO-2024-00871,VEND-0053,PLNT-10,2024-03-21,Corrugated Box,3794,279.13,1059019.22
PO-2024-00871,VEND-0053,PLNT-10,2024-03-21,Wrapper Film,1092,872.33,952584.36
PO-2024-00872,VEND-0081,PLNT-02,2024-01-25,Consulting,1745,899.54,1569697.3
PO-2024-00873,VEND-0015,PLNT-13,2024-01-15,Cocoa Mass,463,252.47,116893.61
PO-2024-00874,VEND-0061,PLNT-14,2025-02-18,Cardamom Oil,2563,117.67,301588.21
PO-2024-00874,VEND-0061,PLNT-14,2025-02-18,Mint Flavour,899,531.66,477962.34
PO-2024-00875,VEND-0067,PLNT-07,2025-02-05,IT AMC,1271,831.31,1056595.01
PO-2024-00876,VEND-0008,PLNT-14,2024-05-19,Mono Carton,225,507.08,114093.0
PO-2024-00876,VEND-0008,PLNT-14,2024-05-19,Shrink Sleeve,262,257.74,67527.88
PO-2024-00876,VEND-0008,PLNT-14,2024-05-19,Shrink Sleeve,3622,778.23,2818749.06
PO-2024-00876,VEND-0008,PLNT-14,2024-05-19,Shrink Sleeve,1813,757.17,1372749.21
PO-2024-00877,VEND-0120,PLNT-04,2025-03-09,Corrugated Box,2211,136.97,302840.67
PO-2024-00877,VEND-0120,PLNT-04,2025-03-09,Corrugated Box,4277,788.89,3374082.53
PO-2024-00878,VEND-0095,PLNT-02,2024-09-01,Glucose Syrup,634,850.32,539102.88
PO-2024-00879,VEND-0120,PLNT-06,2025-01-07,Wrapper Film,2533,557.99,1413388.67
PO-2024-00879,VEND-0120,PLNT-06,2025-01-07,Corrugated Box,3775,631.79,2385007.25
PO-2024-00879,VEND-0120,PLNT-06,2025-01-07,Shrink Sleeve,4496,482.97,2171433.12
PO-2024-00879,VEND-0120,PLNT-06,2025-01-07,Mono Carton,4498,548.9,2468952.2
PO-2024-00880,VEND-0008,PLNT-04,2024-05-03,Mono Carton,4699,872.27,4098796.73
PO-2024-00880,VEND-0008,PLNT-04,2024-05-03,Wrapper Film,3800,864.2,3283960.0
PO-2024-00881,VEND-0024,PLNT-07,2024-11-20,Secondary Freight,931,435.28,405245.68
PO-2024-00882,VEND-0045,PLNT-07,2024-01-02,Refined Sugar,4326,466.22,2016867.72
PO-2024-00882,VEND-0045,PLNT-07,2024-01-02,Milk Solids,3389,626.13,2121954.57
PO-2024-00882,VEND-0045,PLNT-07,2024-01-02,Menthol Crystals,1308,395.84,517758.72
PO-2024-00882,VEND-0045,PLNT-07,2024-01-02,Glucose Syrup,1571,899.57,1413224.47
PO-2024-00883,VEND-0068,PLNT-09,2025-02-25,Corrugated Box,2044,359.49,734797.56
PO-2024-00883,VEND-0068,PLNT-09,2025-02-25,Wrapper Film,512,23.54,12052.48
PO-2024-00884,VEND-0008,PLNT-06,2025-03-21,Mono Carton,3065,205.23,629029.95
PO-2024-00885,VEND-0099,PLNT-14,2024-06-13,Menthol Crystals,2089,462.47,966099.83
PO-2024-00885,VEND-0099,PLNT-14,2024-06-13,Glucose Syrup,1320,107.56,141979.2
PO-2024-00885,VEND-0099,PLNT-14,2024-06-13,Menthol Crystals,949,119.84,113728.16
PO-2024-00886,VEND-0083,PLNT-05,2024-04-07,Glucose Syrup,131,729.18,95522.58
PO-2024-00887,VEND-0063,PLNT-12,2024-05-14,Cocoa Mass,3106,819.53,2545460.18
PO-2024-00887,VEND-0063,PLNT-12,2024-05-14,Cocoa Mass,112,580.5,65016.0
PO-2024-00888,VEND-0005,PLNT-03,2024-04-18,Cold-Chain Haulage,3402,61.93,210685.86
PO-2024-00888,VEND-0005,PLNT-03,2024-04-18,Warehousing,3151,524.84,1653770.84
PO-2024-00888,VEND-0005,PLNT-03,2024-04-18,Primary Freight,4410,714.88,3152620.8
PO-2024-00889,VEND-0055,PLNT-15,2024-03-06,Housekeeping,3979,352.34,1401960.86
PO-2024-00889,VEND-0055,PLNT-15,2024-03-06,Consulting,3274,737.88,2415819.12
PO-2024-00890,VEND-0048,PLNT-04,2025-02-08,Permitted Colour,512,72.22,36976.64
PO-2024-00890,VEND-0048,PLNT-04,2025-02-08,Mint Flavour,544,30.93,16825.92
PO-2024-00890,VEND-0048,PLNT-04,2025-02-08,Citric Acid,4695,285.75,1341596.25
PO-2024-00891,VEND-0054,PLNT-15,2025-06-18,Consulting,2649,472.66,1252076.34
PO-2024-00891,VEND-0054,PLNT-15,2025-06-18,Housekeeping,4594,543.0,2494542.0
PO-2024-00891,VEND-0054,PLNT-15,2025-06-18,IT AMC,1915,863.24,1653104.6
PO-2024-00892,VEND-0023,PLNT-10,2024-08-17,Mono Carton,4423,129.12,571097.76
PO-2024-00892,VEND-0023,PLNT-10,2024-08-17,Shrink Sleeve,4135,235.53,973916.55
PO-2024-00892,VEND-0023,PLNT-10,2024-08-17,PET Bottle 500ml,4255,646.34,2750176.7
PO-2024-00893,VEND-0090,PLNT-04,2024-09-14,Cardamom Oil,4231,335.82,1420854.42
PO-2024-00893,VEND-0090,PLNT-04,2024-09-14,Cardamom Oil,1263,462.93,584680.59
PO-2024-00893,VEND-0090,PLNT-04,2024-09-14,Cocoa Mass,1637,396.1,648415.7
PO-2024-00893,VEND-0090,PLNT-04,2024-09-14,Citric Acid,3225,130.38,420475.5
PO-2024-00894,VEND-0052,PLNT-14,2025-06-21,IT AMC,548,597.19,327260.12
PO-2024-00895,VEND-0050,PLNT-04,2024-09-23,Cold-Chain Haulage,2738,322.71,883579.98
PO-2024-00895,VEND-0050,PLNT-04,2024-09-23,Secondary Freight,1152,848.38,977333.76
PO-2024-00895,VEND-0050,PLNT-04,2024-09-23,Primary Freight,4024,505.69,2034896.56
PO-2024-00895,VEND-0050,PLNT-04,2024-09-23,Warehousing,4435,432.14,1916540.9
PO-2024-00896,VEND-0097,PLNT-11,2024-02-01,Secondary Freight,4099,414.98,1701003.02
PO-2024-00896,VEND-0097,PLNT-11,2024-02-01,Cold-Chain Haulage,175,313.89,54930.75
PO-2024-00896,VEND-0097,PLNT-11,2024-02-01,Primary Freight,1433,117.86,168893.38
PO-2024-00896,VEND-0097,PLNT-11,2024-02-01,Primary Freight,2507,504.55,1264906.85
PO-2024-00897,VEND-0049,PLNT-08,2024-06-10,Cold-Chain Haulage,345,416.97,143854.65
PO-2024-00897,VEND-0049,PLNT-08,2024-06-10,Secondary Freight,655,448.79,293957.45
PO-2024-00897,VEND-0049,PLNT-08,2024-06-10,Secondary Freight,2213,482.17,1067042.21
PO-2024-00897,VEND-0049,PLNT-08,2024-06-10,Secondary Freight,875,548.53,479963.75
PO-2024-00898,VEND-0034,PLNT-02,2024-03-24,Refined Sugar,1591,570.26,907283.66
PO-2024-00898,VEND-0034,PLNT-02,2024-03-24,Menthol Crystals,239,756.54,180813.06
PO-2024-00898,VEND-0034,PLNT-02,2024-03-24,Edible Starch,3152,667.99,2105504.48
PO-2024-00898,VEND-0034,PLNT-02,2024-03-24,Milk Solids,2058,565.69,1164190.02
PO-2024-00899,VEND-0072,PLNT-09,2025-03-29,Warehousing,1990,123.34,245446.6
PO-2024-00899,VEND-0072,PLNT-09,2025-03-29,Warehousing,2121,386.17,819066.57
PO-2024-00900,VEND-0016,PLNT-14,2024-01-19,IT AMC,3771,523.53,1974231.63
PO-2024-00901,VEND-0099,PLNT-02,2024-10-20,Refined Sugar,3990,95.67,381723.3
PO-2024-00902,VEND-0003,PLNT-06,2024-01-08,Corrugated Box,3972,304.05,1207686.6
PO-2024-00903,VEND-0056,PLNT-02,2024-07-14,Cocoa Mass,91,92.62,8428.42
PO-2024-00903,VEND-0056,PLNT-02,2024-07-14,Mint Flavour,1823,552.91,1007954.93
PO-2024-00903,VEND-0056,PLNT-02,2024-07-14,Cocoa Mass,537,477.07,256186.59
PO-2024-00903,VEND-0056,PLNT-02,2024-07-14,Permitted Colour,3870,625.19,2419485.3
PO-2024-00904,VEND-0106,PLNT-05,2024-08-23,Mint Flavour,3018,399.0,1204182.0
PO-2024-00904,VEND-0106,PLNT-05,2024-08-23,Cardamom Oil,4554,80.68,367416.72
PO-2024-00904,VEND-0106,PLNT-05,2024-08-23,Cardamom Oil,1840,797.57,1467528.8
PO-2024-00904,VEND-0106,PLNT-05,2024-08-23,Cocoa Mass,4003,376.98,1509050.94
PO-2024-00905,VEND-0047,PLNT-08,2024-01-24,Menthol Crystals,4553,612.68,2789532.04
PO-2024-00905,VEND-0047,PLNT-08,2024-01-24,Refined Sugar,3315,581.46,1927539.9
PO-2024-00905,VEND-0047,PLNT-08,2024-01-24,Milk Solids,1620,750.21,1215340.2
PO-2024-00906,VEND-0080,PLNT-13,2025-03-18,Consulting,1775,528.03,937253.25
PO-2024-00907,VEND-0083,PLNT-12,2025-06-11,Menthol Crystals,1956,360.28,704707.68
PO-2024-00907,VEND-0083,PLNT-12,2025-06-11,Refined Sugar,323,324.58,104839.34
PO-2024-00907,VEND-0083,PLNT-12,2025-06-11,Refined Sugar,2762,652.83,1803116.46
PO-2024-00908,VEND-0088,PLNT-10,2024-07-26,Cold-Chain Haulage,351,592.58,207995.58
PO-2024-00908,VEND-0088,PLNT-10,2024-07-26,Warehousing,471,412.1,194099.1
PO-2024-00909,VEND-0088,PLNT-02,2025-01-20,Cold-Chain Haulage,1780,299.72,533501.6
PO-2024-00909,VEND-0088,PLNT-02,2025-01-20,Warehousing,1905,645.19,1229086.95
PO-2024-00909,VEND-0088,PLNT-02,2025-01-20,Secondary Freight,3327,571.57,1901613.39
PO-2024-00909,VEND-0088,PLNT-02,2025-01-20,Cold-Chain Haulage,2929,503.53,1474839.37
PO-2024-00910,VEND-0023,PLNT-07,2024-04-12,Mono Carton,832,371.27,308896.64
PO-2024-00910,VEND-0023,PLNT-07,2024-04-12,Wrapper Film,1624,447.82,727259.68
PO-2024-00910,VEND-0023,PLNT-07,2024-04-12,Wrapper Film,3336,346.6,1156257.6
PO-2024-00910,VEND-0023,PLNT-07,2024-04-12,Shrink Sleeve,154,697.36,107393.44
PO-2024-00911,VEND-0016,PLNT-05,2024-02-17,AMC-Machinery,4276,157.8,674752.8
PO-2024-00911,VEND-0016,PLNT-05,2024-02-17,AMC-Machinery,3950,262.93,1038573.5
PO-2024-00912,VEND-0072,PLNT-13,2024-02-27,Secondary Freight,1001,573.69,574263.69
PO-2024-00912,VEND-0072,PLNT-13,2024-02-27,Secondary Freight,2948,118.17,348365.16
PO-2024-00913,VEND-0005,PLNT-02,2024-07-17,Primary Freight,1636,37.79,61824.44
PO-2024-00913,VEND-0005,PLNT-02,2024-07-17,Secondary Freight,2474,520.34,1287321.16
PO-2024-00913,VEND-0005,PLNT-02,2024-07-17,Primary Freight,1888,21.36,40327.68
PO-2024-00913,VEND-0005,PLNT-02,2024-07-17,Cold-Chain Haulage,2813,776.23,2183534.99
PO-2024-00914,VEND-0087,PLNT-06,2025-02-06,Mint Flavour,3111,237.66,739360.26
PO-2024-00914,VEND-0087,PLNT-06,2025-02-06,Citric Acid,3971,365.44,1451162.24
PO-2024-00914,VEND-0087,PLNT-06,2025-02-06,Cocoa Mass,4870,152.8,744136.0
PO-2024-00915,VEND-0028,PLNT-11,2025-06-15,Mint Flavour,3525,891.61,3142925.25
PO-2024-00915,VEND-0028,PLNT-11,2025-06-15,Permitted Colour,522,310.61,162138.42
PO-2024-00915,VEND-0028,PLNT-11,2025-06-15,Mint Flavour,3627,544.29,1974139.83
PO-2024-00916,VEND-0016,PLNT-12,2024-04-29,Housekeeping,1049,858.52,900587.48
PO-2024-00916,VEND-0016,PLNT-12,2024-04-29,Housekeeping,1766,338.87,598444.42
PO-2024-00916,VEND-0016,PLNT-12,2024-04-29,Housekeeping,4978,640.63,3189056.14
PO-2024-00917,VEND-0091,PLNT-09,2024-03-16,Shrink Sleeve,1205,300.65,362283.25
PO-2024-00917,VEND-0091,PLNT-09,2024-03-16,Shrink Sleeve,3014,108.21,326144.94
PO-2024-00917,VEND-0091,PLNT-09,2024-03-16,PET Bottle 500ml,1114,201.95,224972.3
PO-2024-00917,VEND-0091,PLNT-09,2024-03-16,Corrugated Box,4164,84.02,349859.28
PO-2024-00918,VEND-0034,PLNT-02,2024-09-07,Milk Solids,1454,46.73,67945.42
PO-2024-00918,VEND-0034,PLNT-02,2024-09-07,Menthol Crystals,2612,586.52,1531990.24
PO-2024-00919,VEND-0118,PLNT-03,2025-01-02,Primary Freight,2217,320.33,710171.61
PO-2024-00919,VEND-0118,PLNT-03,2025-01-02,Cold-Chain Haulage,753,454.06,341907.18
PO-2024-00920,VEND-0036,PLNT-13,2024-06-26,PET Bottle 500ml,588,64.1,37690.8
PO-2024-00920,VEND-0036,PLNT-13,2024-06-26,Corrugated Box,4392,362.82,1593505.44
PO-2024-00920,VEND-0036,PLNT-13,2024-06-26,Mono Carton,3278,723.23,2370747.94
PO-2024-00920,VEND-0036,PLNT-13,2024-06-26,Corrugated Box,3653,861.68,3147717.04
PO-2024-00921,VEND-0095,PLNT-02,2025-01-15,Menthol Crystals,2229,563.13,1255216.77
PO-2024-00921,VEND-0095,PLNT-02,2025-01-15,Milk Solids,3159,295.03,931999.77
PO-2024-00921,VEND-0095,PLNT-02,2025-01-15,Refined Sugar,4878,195.32,952770.96
PO-2024-00922,VEND-0081,PLNT-06,2024-02-25,Consulting,2944,544.86,1604067.84
PO-2024-00922,VEND-0081,PLNT-06,2024-02-25,Housekeeping,118,853.15,100671.7
PO-2024-00922,VEND-0081,PLNT-06,2024-02-25,Security Services,2078,478.17,993637.26
PO-2024-00922,VEND-0081,PLNT-06,2024-02-25,Housekeeping,1832,628.64,1151668.48
PO-2024-00923,VEND-0044,PLNT-07,2024-09-14,Citric Acid,3739,729.14,2726254.46
PO-2024-00923,VEND-0044,PLNT-07,2024-09-14,Cardamom Oil,4049,338.33,1369898.17
PO-2024-00924,VEND-0097,PLNT-04,2024-05-07,Secondary Freight,2135,676.76,1444882.6
PO-2024-00924,VEND-0097,PLNT-04,2024-05-07,Cold-Chain Haulage,3712,798.08,2962472.96
PO-2024-00924,VEND-0097,PLNT-04,2024-05-07,Secondary Freight,4617,590.91,2728231.47
PO-2024-00925,VEND-0083,PLNT-15,2024-11-17,Milk Solids,3965,382.75,1517603.75
PO-2024-00926,VEND-0024,PLNT-13,2024-06-29,Secondary Freight,1339,821.63,1100162.57
PO-2024-00926,VEND-0024,PLNT-13,2024-06-29,Primary Freight,585,877.49,513331.65
PO-2024-00927,VEND-0038,PLNT-04,2024-08-11,Shrink Sleeve,1391,582.41,810132.31
PO-2024-00927,VEND-0038,PLNT-04,2024-08-11,Wrapper Film,3499,638.42,2233831.58
PO-2024-00927,VEND-0038,PLNT-04,2024-08-11,Shrink Sleeve,147,510.61,75059.67
PO-2024-00928,VEND-0059,PLNT-08,2024-05-21,Mint Flavour,2562,540.15,1383864.3
PO-2024-00928,VEND-0059,PLNT-08,2024-05-21,Mint Flavour,2765,349.31,965842.15
PO-2024-00929,VEND-0062,PLNT-15,2025-01-25,Housekeeping,3590,802.2,2879898.0
PO-2024-00929,VEND-0062,PLNT-15,2025-01-25,Housekeeping,4917,870.63,4280887.71
PO-2024-00929,VEND-0062,PLNT-15,2025-01-25,Consulting,2997,114.32,342617.04
PO-2024-00929,VEND-0062,PLNT-15,2025-01-25,IT AMC,4427,647.5,2866482.5
PO-2024-00930,VEND-0003,PLNT-10,2024-05-23,PET Bottle 500ml,745,818.94,610110.3
PO-2024-00930,VEND-0003,PLNT-10,2024-05-23,Corrugated Box,1855,326.26,605212.3
PO-2024-00930,VEND-0003,PLNT-10,2024-05-23,PET Bottle 500ml,1704,522.14,889726.56
PO-2024-00931,VEND-0115,PLNT-08,2024-12-26,Mint Flavour,1176,162.49,191088.24
PO-2024-00931,VEND-0115,PLNT-08,2024-12-26,Cocoa Mass,2712,541.09,1467436.08
PO-2024-00931,VEND-0115,PLNT-08,2024-12-26,Cardamom Oil,4059,698.06,2833425.54
PO-2024-00932,VEND-0106,PLNT-14,2025-01-15,Cocoa Mass,1506,32.21,48508.26
PO-2024-00932,VEND-0106,PLNT-14,2025-01-15,Cocoa Mass,2828,740.07,2092917.96
PO-2024-00932,VEND-0106,PLNT-14,2025-01-15,Citric Acid,4362,709.14,3093268.68
PO-2024-00932,VEND-0106,PLNT-14,2025-01-15,Mint Flavour,1023,637.0,651651.0
PO-2024-00933,VEND-0063,PLNT-02,2025-06-05,Cardamom Oil,3843,290.63,1116891.09
PO-2024-00933,VEND-0063,PLNT-02,2025-06-05,Mint Flavour,4919,541.19,2662113.61
PO-2024-00934,VEND-0010,PLNT-15,2024-02-12,Citric Acid,4663,237.83,1109001.29
PO-2024-00935,VEND-0076,PLNT-15,2024-05-15,Primary Freight,806,663.57,534837.42
PO-2024-00935,VEND-0076,PLNT-15,2024-05-15,Primary Freight,4199,357.12,1499546.88
PO-2024-00935,VEND-0076,PLNT-15,2024-05-15,Primary Freight,4452,669.91,2982439.32
PO-2024-00935,VEND-0076,PLNT-15,2024-05-15,Primary Freight,4326,670.89,2902270.14
PO-2024-00936,VEND-0111,PLNT-09,2024-11-19,Secondary Freight,4456,413.38,1842021.28
PO-2024-00937,VEND-0061,PLNT-13,2024-01-30,Cocoa Mass,2665,73.66,196303.9
PO-2024-00937,VEND-0061,PLNT-13,2024-01-30,Citric Acid,4595,12.91,59321.45
PO-2024-00937,VEND-0061,PLNT-13,2024-01-30,Permitted Colour,4883,648.59,3167064.97
PO-2024-00938,VEND-0022,PLNT-11,2025-06-06,Mint Flavour,185,32.03,5925.55
PO-2024-00938,VEND-0022,PLNT-11,2025-06-06,Cocoa Mass,222,888.15,197169.3
PO-2024-00938,VEND-0022,PLNT-11,2025-06-06,Cocoa Mass,2789,881.96,2459786.44
PO-2024-00939,VEND-0071,PLNT-15,2024-09-17,Primary Freight,2634,542.93,1430077.62
PO-2024-00940,VEND-0013,PLNT-03,2024-11-26,IT AMC,54,212.21,11459.34
PO-2024-00940,VEND-0013,PLNT-03,2024-11-26,IT AMC,1371,118.51,162477.21
PO-2024-00940,VEND-0013,PLNT-03,2024-11-26,Security Services,1089,156.16,170058.24
PO-2024-00940,VEND-0013,PLNT-03,2024-11-26,IT AMC,2527,99.6,251689.2
PO-2024-00941,VEND-0048,PLNT-13,2024-05-21,Citric Acid,610,184.08,112288.8
PO-2024-00941,VEND-0048,PLNT-13,2024-05-21,Citric Acid,3317,84.08,278893.36
PO-2024-00941,VEND-0048,PLNT-13,2024-05-21,Cardamom Oil,2312,866.07,2002353.84
PO-2024-00941,VEND-0048,PLNT-13,2024-05-21,Mint Flavour,1198,866.41,1037959.18
PO-2024-00942,VEND-0055,PLNT-02,2024-06-24,Housekeeping,1493,881.86,1316616.98
PO-2024-00942,VEND-0055,PLNT-02,2024-06-24,AMC-Machinery,1689,337.28,569665.92
PO-2024-00943,VEND-0054,PLNT-07,2024-01-22,IT AMC,1616,133.2,215251.2
PO-2024-00943,VEND-0054,PLNT-07,2024-01-22,Consulting,4290,528.95,2269195.5
PO-2024-00944,VEND-0043,PLNT-02,2024-04-02,Corrugated Box,1403,63.15,88599.45
PO-2024-00945,VEND-0021,PLNT-03,2025-03-13,Milk Solids,4739,388.9,1842997.1
PO-2024-00945,VEND-0021,PLNT-03,2025-03-13,Menthol Crystals,124,601.48,74583.52
PO-2024-00945,VEND-0021,PLNT-03,2025-03-13,Edible Starch,3553,201.61,716320.33
PO-2024-00946,VEND-0044,PLNT-11,2024-10-13,Cocoa Mass,2335,211.15,493035.25
PO-2024-00946,VEND-0044,PLNT-11,2024-10-13,Permitted Colour,2288,111.1,254196.8
PO-2024-00947,VEND-0064,PLNT-15,2025-02-13,Cardamom Oil,1997,193.69,386798.93
PO-2024-00947,VEND-0064,PLNT-15,2025-02-13,Citric Acid,3984,572.26,2279883.84
PO-2024-00947,VEND-0064,PLNT-15,2025-02-13,Citric Acid,3667,673.15,2468441.05
PO-2024-00947,VEND-0064,PLNT-15,2025-02-13,Mint Flavour,3795,250.24,949660.8
PO-2024-00948,VEND-0101,PLNT-12,2024-06-26,Milk Solids,2890,754.56,2180678.4
PO-2024-00948,VEND-0101,PLNT-12,2024-06-26,Refined Sugar,2504,611.13,1530269.52
PO-2024-00948,VEND-0101,PLNT-12,2024-06-26,Refined Sugar,3856,243.03,937123.68
PO-2024-00949,VEND-0108,PLNT-05,2024-06-30,Cocoa Mass,100,310.8,31080.0
PO-2024-00949,VEND-0108,PLNT-05,2024-06-30,Mint Flavour,4049,518.14,2097948.86
PO-2024-00949,VEND-0108,PLNT-05,2024-06-30,Permitted Colour,1317,63.57,83721.69
PO-2024-00949,VEND-0108,PLNT-05,2024-06-30,Permitted Colour,3997,47.93,191576.21
PO-2024-00950,VEND-0077,PLNT-02,2025-06-13,Secondary Freight,2227,862.46,1920698.42
PO-2024-00950,VEND-0077,PLNT-02,2025-06-13,Cold-Chain Haulage,779,529.28,412309.12
PO-2024-00951,VEND-0114,PLNT-06,2024-10-13,Permitted Colour,4487,349.38,1567668.06
PO-2024-00951,VEND-0114,PLNT-06,2024-10-13,Permitted Colour,2241,213.06,477467.46
PO-2024-00951,VEND-0114,PLNT-06,2024-10-13,Mint Flavour,3465,589.45,2042444.25
PO-2024-00952,VEND-0030,PLNT-02,2024-01-04,Menthol Crystals,4348,267.43,1162785.64
PO-2024-00952,VEND-0030,PLNT-02,2024-01-04,Milk Solids,4875,290.88,1418040.0
PO-2024-00952,VEND-0030,PLNT-02,2024-01-04,Glucose Syrup,4988,417.29,2081442.52
PO-2024-00953,VEND-0083,PLNT-03,2024-06-13,Milk Solids,3344,124.38,415926.72
PO-2024-00953,VEND-0083,PLNT-03,2024-06-13,Menthol Crystals,4923,283.99,1398082.77
PO-2024-00954,VEND-0012,PLNT-09,2024-11-01,Primary Freight,1384,147.35,203932.4
PO-2024-00955,VEND-0035,PLNT-06,2024-06-30,AMC-Machinery,2033,767.98,1561303.34
PO-2024-00955,VEND-0035,PLNT-06,2024-06-30,Consulting,519,653.78,339311.82
PO-2024-00955,VEND-0035,PLNT-06,2024-06-30,IT AMC,780,689.31,537661.8
PO-2024-00955,VEND-0035,PLNT-06,2024-06-30,IT AMC,1729,657.64,1137059.56
PO-2024-00956,VEND-0111,PLNT-14,2024-10-28,Primary Freight,4996,524.07,2618253.72
PO-2024-00957,VEND-0084,PLNT-13,2025-02-05,Mono Carton,4774,180.23,860418.02
PO-2024-00957,VEND-0084,PLNT-13,2025-02-05,Wrapper Film,669,531.03,355259.07
PO-2024-00957,VEND-0084,PLNT-13,2025-02-05,Mono Carton,869,408.77,355221.13
PO-2024-00957,VEND-0084,PLNT-13,2025-02-05,Mono Carton,905,719.85,651464.25
