invoice_no,material,qty,rate,amount
INV/001677,Citric Acid,2481,343.59,852446.79
INV/001678,Shrink Sleeve,3612,607.19,2193170.28
INV/001679,Mint Flavour,3515,655.89,2305453.35
INV/001679,Cocoa Mass,4677,478.69,2238833.13
INV/001680,Cold-Chain Haulage,3432,704.76,2418736.32
INV/001680,Primary Freight,3657,854.56,3125125.92
INV/001680,Warehousing,4579,570.13,2610625.27
INV/001680,Primary Freight,4675,820.99,3838128.25
INV/001681,Consulting,4597,273.37,1256681.89
INV/001682,Permitted Colour,3865,588.3,2273779.5
INV/001683,Corrugated Box,339,768.97,260680.83
INV/001683,Wrapper Film,1337,108.94,145652.78
INV/001684,Mint Flavour,528,24.23,12793.44
INV/001684,Cardamom Oil,4029,377.15,1519537.35
INV/001684,Citric Acid,2745,759.66,2085266.7
INV/001684,Mint Flavour,1658,393.25,652008.5
INV/001685,Primary Freight,1734,548.31,950769.54
INV/001686,AMC-Machinery,2246,624.37,1402335.02
INV/001686,Housekeeping,4190,638.38,2674812.2
INV/001687,Mint Flavour,2038,718.24,1463773.12
INV/001687,Cocoa Mass,3030,728.83,2208354.9
INV/001687,Mint Flavour,708,322.51,228337.08
INV/001687,Citric Acid,4319,78.6,339473.4
INV/001688,AMC-Machinery,1366,228.53,312171.98
INV/001688,Consulting,625,197.98,123737.5
INV/001689,Primary Freight,209,540.4,112943.6
INV/001689,Primary Freight,1895,590.91,1119774.45
INV/001689,Warehousing,3460,515.19,1782557.4
INV/001689,Secondary Freight,3793,429.68,1629776.24
INV/001690,Cardamom Oil,3808,529.27,2015460.16
INV/001691,Cold-Chain Haulage,4348,200.16,870295.68
INV/001691,Warehousing,4408,8.11,35748.88
INV/001692,PET Bottle 500ml,3234,827.8,2677105.2
INV/001692,Corrugated Box,360,356.61,128379.6
INV/001692,Corrugated Box,2305,214.43,494261.15
INV/001692,Wrapper Film,2920,664.61,1940661.2
INV/001693,Secondary Freight,641,49.56,31767.96
INV/001693,Primary Freight,2905,636.2,1848161.0
INV/001693,Secondary Freight,4799,770.23,3696333.77
INV/001693,Cold-Chain Haulage,2558,616.73,1577595.34
INV/001693-D,Secondary Freight,641,49.56,31767.96
INV/001693-D,Primary Freight,2905,636.2,1848161.0
INV/001693-D,Secondary Freight,4799,770.23,3696333.77
INV/001693-D,Cold-Chain Haulage,2558,616.73,1577595.34
INV/001694,Cocoa Mass,3526,462.31,1630105.06
INV/001695,Milk Solids,563,188.74,106260.62
INV/001695,Menthol Crystals,4866,499.9,2432513.4
INV/001696,Cocoa Mass,61,644.67,39324.87
INV/001696,Permitted Colour,805,18.12,14586.6
INV/001696,Cardamom Oil,3721,153.59,571508.39
INV/001697,Secondary Freight,308,283.53,87327.24
INV/001697,Primary Freight,2382,858.49,2044923.18
INV/001698,Housekeeping,3337,295.92,987485.04
INV/001698,Consulting,897,82.03,73580.91
INV/001699,Menthol Crystals,2259,186.06,420309.54
INV/001699,Refined Sugar,4247,80.73,342860.31
INV/001699,Milk Solids,3371,484.46,1633114.66
INV/001699,Refined Sugar,1983,344.11,682370.13
INV/001700,Housekeeping,2076,81.58,169360.08
INV/001700,AMC-Machinery,1632,548.46,895086.72
INV/001700,Housekeeping,1544,236.37,364955.28
INV/001700,Consulting,2559,310.9,795593.1
INV/001701,Warehousing,2675,383.21,1025086.75
INV/001701,Warehousing,1017,321.84,327311.28
INV/001702,Cardamom Oil,4573,569.12,2602585.76
INV/001702,Cardamom Oil,580,549.81,318889.8
INV/001702,Cardamom Oil,1284,366.47,470547.48
INV/001703,Cocoa Mass,2371,150.6,357072.6
INV/001704,Warehousing,3200,301.72,965504.0
INV/001704,Warehousing,2099,427.48,897280.52
INV/001705,AMC-Machinery,4525,706.42,3196550.5
INV/001705,Consulting,4362,334.36,1458478.32
INV/001705,Housekeeping,4352,674.58,2935772.16
INV/001706,AMC-Machinery,4289,666.14,2857074.46
INV/001706,IT AMC,1993,821.5,1637249.5
INV/001706,Consulting,782,148.12,115829.84
INV/001707,Cold-Chain Haulage,2095,287.91,603171.45
INV/001707,Cold-Chain Haulage,4530,764.43,3462867.9
INV/001707,Warehousing,2723,182.35,496539.05
INV/001708,Secondary Freight,4801,504.93,2424168.93
INV/001709,Primary Freight,3057,702.03,2146105.71
INV/001709,Primary Freight,3624,693.69,2513932.56
INV/001709,Cold-Chain Haulage,1673,846.21,1415709.33
INV/001709,Secondary Freight,2940,528.77,1554583.8
INV/001710,Cardamom Oil,3556,658.01,2339883.56
INV/001710,Cocoa Mass,1707,857.81,1464281.67
INV/001710,Mint Flavour,4279,94.81,405691.99
INV/001711,PET Bottle 500ml,3622,444.84,1611210.48
INV/001711,Wrapper Film,2651,515.94,1367756.94
INV/001711,Shrink Sleeve,2894,296.81,858968.14
INV/001711,Shrink Sleeve,2606,259.11,675240.66
INV/001712,Menthol Crystals,1657,179.53,297481.21
INV/001712,Refined Sugar,4996,127.08,634891.68
INV/001712,Refined Sugar,2164,686.63,1485867.32
INV/001713,Secondary Freight,2387,186.39,444912.93
INV/001714,Glucose Syrup,4768,298.14,1421531.52
INV/001715,Consulting,2251,68.5,154193.5
INV/001715,IT AMC,2988,379.62,1134304.56
INV/001715,Housekeeping,3500,803.35,2811725.0
INV/001716,PET Bottle 500ml,3054,282.56,862938.24
INV/001716,Corrugated Box,339,91.79,31116.81
INV/001717,Cardamom Oil,3354,289.84,972123.36
INV/001717,Mint Flavour,4898,39.17,191854.66
INV/001717,Citric Acid,4811,114.44,550570.84
INV/001718,Mint Flavour,705,579.56,408589.8
INV/001718,Mint Flavour,771,276.65,213297.15
INV/001719,Milk Solids,2586,727.68,1881780.48
INV/001719,Edible Starch,1179,678.32,799739.28
INV/001719,Edible Starch,3474,697.13,2421829.62
INV/001720,Citric Acid,3503,605.69,2121732.07
INV/001721,Security Services,4587,234.42,1075284.54
INV/001722,Housekeeping,2044,143.99,294315.56
INV/001722,Security Services,2590,238.49,617689.1
INV/001722,AMC-Machinery,196,661.93,129738.28
INV/001723,Menthol Crystals,1122,30.43,34142.46
INV/001723,Milk Solids,520,876.03,455535.6
INV/001724,Mint Flavour,3334,396.98,1323531.32
INV/001725,Edible Starch,1256,775.39,973889.84
INV/001725,Milk Solids,243,894.88,217455.84
INV/001726,IT AMC,3683,795.41,2929495.03
INV/001726,AMC-Machinery,3589,160.34,575460.26
INV/001727,Corrugated Box,440,766.99,337475.6
INV/001727,Shrink Sleeve,4912,370.35,1819159.2
INV/001727,Wrapper Film,1748,311.16,543907.68
INV/001727,Shrink Sleeve,1293,124.67,161198.31
INV/001728,Wrapper Film,494,216.57,106985.58
INV/001728,Shrink Sleeve,3999,273.62,1094206.38
INV/001728,Wrapper Film,2635,369.63,973975.05
INV/001728,Mono Carton,1938,737.07,1428441.66
INV/001729,Cardamom Oil,2316,122.39,283455.24
INV/001729,Cocoa Mass,601,298.75,179548.75
INV/001729,Cardamom Oil,582,545.76,317632.32
INV/001729,Mint Flavour,2022,498.72,1008411.84
INV/001730,Primary Freight,1370,54.62,74829.4
INV/001731,Menthol Crystals,3149,97.4,306712.6
INV/001731,Refined Sugar,3846,663.82,2553051.72
INV/001732,Shrink Sleeve,1712,641.62,1098453.44
INV/001732,Shrink Sleeve,4297,702.18,3017267.46
INV/001732,Wrapper Film,3909,248.36,970839.24
INV/001733,Cardamom Oil,63,180.68,11382.84
INV/001733,Cocoa Mass,1379,787.93,1086555.47
INV/001733,Permitted Colour,3177,51.73,164346.21
INV/001733,Cardamom Oil,2417,576.0,1392192.0
INV/001734,Consulting,776,575.1,446277.6
INV/001734,AMC-Machinery,407,836.05,340272.35
INV/001734,Consulting,1117,829.25,926272.25
INV/001735,Secondary Freight,3331,39.76,132440.56
INV/001736,Milk Solids,4767,762.28,3633788.76
INV/001736,Edible Starch,3856,480.79,1853926.24
INV/001736,Milk Solids,1502,179.5,269609.0
INV/001736,Menthol Crystals,3563,65.98,235086.74
INV/001737,Milk Solids,2225,150.77,335463.25
INV/001737,Milk Solids,4364,670.79,2927327.56
INV/001737,Glucose Syrup,2599,341.35,887168.65
INV/001737,Refined Sugar,716,467.86,334987.76
INV/001738,Cardamom Oil,681,841.21,572864.01
INV/001738,Cardamom Oil,3235,455.05,1472086.75
INV/001738,Cocoa Mass,1477,896.91,1324736.07
INV/001739,Secondary Freight,2574,485.55,1249805.7
INV/001740,Cardamom Oil,3717,641.93,2386053.81
INV/001741,Primary Freight,4833,570.52,2757323.16
INV/001741-D,Primary Freight,4833,570.52,2757323.16
INV/001742,PET Bottle 500ml,962,512.35,492880.7
INV/001742,Shrink Sleeve,2858,792.84,2265936.72
INV/001742,Corrugated Box,4173,151.1,630540.3
INV/001742,PET Bottle 500ml,1243,555.51,690498.93
INV/001743,Warehousing,804,161.34,129717.36
INV/001743,Warehousing,2700,113.22,305694.0
INV/001744,PET Bottle 500ml,1964,721.47,1416967.08
INV/001744,Shrink Sleeve,2013,168.5,339190.5
INV/001745,Secondary Freight,1556,781.01,1215251.56
INV/001745,Primary Freight,1627,827.78,1346798.06
INV/001745,Primary Freight,355,295.54,104916.7
INV/001746,Citric Acid,3820,745.83,2849070.6
INV/001746,Cardamom Oil,3553,255.7,908502.1
INV/001747,Security Services,1387,529.56,734499.72
INV/001747,Security Services,747,320.21,239196.87
INV/001748,Mint Flavour,2847,139.65,397583.55
INV/001748,Mint Flavour,4773,801.22,3824223.06
INV/001748,Citric Acid,1382,634.09,876312.38
INV/001748,Cocoa Mass,3837,287.24,1102139.88
INV/001749,IT AMC,1484,835.01,1239154.84
INV/001749,Consulting,3385,841.34,2847935.9
INV/001749,Consulting,807,457.4,369121.8
INV/001749,Housekeeping,3001,260.96,783140.96
INV/001750,Warehousing,2586,190.48,492581.28
INV/001750,Secondary Freight,937,854.48,800647.76
INV/001750,Warehousing,2234,574.14,1282628.76
INV/001750,Secondary Freight,534,62.02,33118.68
INV/001751,Warehousing,2886,430.5,1242423.0
INV/001751,Primary Freight,3406,893.03,3041660.18
INV/001752,Mint Flavour,2208,318.43,703093.44
INV/001752,Citric Acid,3828,611.65,2341396.2
INV/001753,Cold-Chain Haulage,2594,431.85,1120218.9
INV/001753,Primary Freight,2267,468.19,1061386.73
INV/001754,Warehousing,2005,222.05,445210.25
INV/001754,Cold-Chain Haulage,689,484.85,334061.65
INV/001755,Edible Starch,2062,871.24,1796496.88
INV/001755,Edible Starch,3749,141.5,530483.5
INV/001756,Cardamom Oil,4421,660.79,2921352.59
INV/001756,Mint Flavour,2469,528.56,1305014.64
INV/001756,Permitted Colour,1502,58.0,87116.0
INV/001756,Cocoa Mass,1047,337.59,353456.73
INV/001756-D,Cardamom Oil,4421,660.79,2921352.59
INV/001756-D,Mint Flavour,2469,528.56,1305014.64
INV/001756-D,Permitted Colour,1502,58.0,87116.0
INV/001756-D,Cocoa Mass,1047,337.59,353456.73
INV/001757,Consulting,4229,38.39,162351.31
INV/001757,Security Services,4333,605.52,2623718.16
INV/001757,Housekeeping,394,454.0,178876.0
INV/001758,Citric Acid,436,676.56,294980.16
INV/001759,Citric Acid,4561,38.49,175552.89
INV/001760,Housekeeping,2148,355.86,764387.28
INV/001760,Security Services,826,723.96,597990.96
INV/001760,Security Services,992,346.53,343757.76
INV/001761,Permitted Colour,2745,351.98,966185.1
INV/001761,Mint Flavour,192,709.7,136262.4
INV/001761,Permitted Colour,3534,438.56,1549871.04
INV/001762,Secondary Freight,2156,683.84,1474359.04
INV/001763,Security Services,4934,240.53,1186775.02
INV/001763,AMC-Machinery,4186,165.78,693955.08
INV/001763,Consulting,1198,622.98,746330.04
INV/001763,Housekeeping,2629,354.64,932348.56
INV/001764,Citric Acid,4167,121.08,504540.36
INV/001764,Permitted Colour,3058,116.53,356348.74
INV/001765,Cardamom Oil,2049,321.17,658077.33
INV/001765,Cocoa Mass,80,114.3,9144.0
INV/001766,Glucose Syrup,4659,562.42,2620314.78
INV/001766,Edible Starch,4200,890.77,3741234.0
INV/001766,Milk Solids,526,878.22,461943.72
INV/001766,Glucose Syrup,2557,104.22,266490.54
INV/001767,PET Bottle 500ml,2288,552.86,1264943.68
INV/001767,Mono Carton,3139,880.3,2763261.7
INV/001767,Mono Carton,1763,141.4,249288.2
INV/001767,Shrink Sleeve,411,749.08,307871.88
INV/001768,Edible Starch,1255,30.94,38829.7
INV/001768,Edible Starch,1043,365.91,381644.13
INV/001769,IT AMC,1330,865.4,1150982.0
INV/001769,Consulting,2977,320.21,953265.17
INV/001769,Consulting,175,704.89,123355.75
INV/001769,Security Services,61,746.02,45507.22
INV/001770,Cold-Chain Haulage,3707,224.93,833815.51
INV/001771,Primary Freight,3634,652.82,2372347.88
INV/001771,Secondary Freight,3919,894.39,3505114.41
INV/001772,PET Bottle 500ml,3144,441.61,1388421.84
INV/001772,PET Bottle 500ml,1013,326.01,330248.13
INV/001772,Shrink Sleeve,3657,124.71,456064.47
INV/001772,Wrapper Film,3831,746.62,2860301.22
INV/001773,PET Bottle 500ml,1765,356.0,628340.0
INV/001773,PET Bottle 500ml,3816,485.79,1853774.64
INV/001774,AMC-Machinery,1938,39.31,76182.78
INV/001775,Wrapper Film,1849,672.71,1243840.79
INV/001776,Permitted Colour,678,378.43,256575.54
INV/001776,Mint Flavour,1776,54.85,97413.6
INV/001776,Cocoa Mass,532,65.56,34877.92
INV/001777,Edible Starch,4739,487.9,2312158.1
INV/001778,Warehousing,1957,838.84,1641609.88
INV/001779,IT AMC,3208,509.78,1635374.24
INV/001779,IT AMC,3813,591.38,2254931.94
INV/001779,Housekeeping,665,720.78,479318.7
INV/001779,Security Services,678,466.98,316612.44
INV/001780,Refined Sugar,1907,274.24,522975.68
INV/001781,Wrapper Film,4271,677.13,2892022.23
INV/001782,Mono Carton,834,463.34,386425.56
INV/001782,Shrink Sleeve,798,229.5,183141.0
INV/001782,Corrugated Box,897,700.84,628653.48
INV/001782,Mono Carton,3700,362.32,1340584.0
INV/001783,Glucose Syrup,2103,401.8,844985.4
INV/001783,Milk Solids,2420,38.66,93557.2
INV/001784,Consulting,702,262.47,184253.94
INV/001784,Consulting,808,569.13,459857.04
INV/001784,IT AMC,3697,278.38,1029170.86
INV/001784,IT AMC,962,424.49,408359.38
INV/001785,Edible Starch,4257,427.33,1819143.81
INV/001785,Menthol Crystals,2710,113.69,308099.9
INV/001786,Cardamom Oil,4907,421.33,2067466.31
INV/001787,Secondary Freight,585,248.73,145507.05
INV/001788,Security Services,3672,259.69,953581.68
INV/001789,Primary Freight,3342,454.14,1517735.88
INV/001789,Secondary Freight,1905,784.61,1494682.05
INV/001790,Cocoa Mass,4148,8.18,33930.64
INV/001790,Citric Acid,2667,239.45,638613.15
INV/001790,Cardamom Oil,2691,376.19,1012327.29
INV/001790,Permitted Colour,1706,357.44,609792.64
INV/001791,Edible Starch,354,321.2,113704.8
INV/001791,Glucose Syrup,3647,448.26,1634804.22
INV/001791,Menthol Crystals,3307,747.09,2470626.63
INV/001791,Menthol Crystals,1979,175.34,346997.86
INV/001792,Wrapper Film,2608,502.61,1310806.88
INV/001792,Wrapper Film,4402,592.29,2607260.58
INV/001792,Wrapper Film,3354,199.02,667513.08
INV/001793,Mint Flavour,2761,168.27,464593.47
INV/001793,Cocoa Mass,505,415.66,209908.3
INV/001793,Permitted Colour,3686,499.89,1842594.54
INV/001793,Cardamom Oil,3712,590.36,2191416.32
INV/001794,Security Services,1918,218.5,419083.0
INV/001795,Secondary Freight,4841,148.28,717823.48
INV/001795,Secondary Freight,4959,274.29,1360204.11
INV/001796,Housekeeping,4408,131.91,581459.28
INV/001796,Security Services,1282,19.6,25127.2
INV/001796,Security Services,3819,370.7,1415703.3
INV/001797,Cold-Chain Haulage,2351,629.48,1479907.48
INV/001797,Warehousing,908,808.48,734099.84
INV/001798,AMC-Machinery,2686,184.95,496775.7
INV/001799,Cold-Chain Haulage,743,705.28,524023.04
INV/001799,Primary Freight,2163,276.51,598091.13
INV/001800,Warehousing,3118,853.59,2661493.62
INV/001801,AMC-Machinery,2843,285.44,811505.92
INV/001801,IT AMC,170,897.6,152592.0
INV/001802,Secondary Freight,4524,870.74,3939227.76
INV/001803,Edible Starch,2642,592.21,1564618.82
INV/001803,Edible Starch,1373,17.84,24494.32
INV/001803,Glucose Syrup,1011,237.06,239667.66
INV/001804,Mono Carton,3306,592.97,1960358.82
INV/001804,Shrink Sleeve,2365,869.96,2057455.4
INV/001805,Edible Starch,90,163.98,14758.2
INV/001806,Cardamom Oil,2515,19.86,49947.9
INV/001806,Permitted Colour,3423,702.0,2402946.0
INV/001806,Citric Acid,2477,272.46,674883.42
INV/001807,PET Bottle 500ml,3089,183.29,566182.81
INV/001807,Shrink Sleeve,252,27.91,7033.32
INV/001807,PET Bottle 500ml,404,885.48,357733.92
INV/001807,Wrapper Film,3902,596.32,2326840.64
INV/001808,Corrugated Box,4009,240.23,963082.07
INV/001809,Glucose Syrup,743,347.1,257895.3
INV/001809,Refined Sugar,2457,108.85,267444.45
INV/001810,Consulting,623,94.09,58618.07
INV/001810,AMC-Machinery,752,60.68,45631.36
INV/001810,IT AMC,355,148.14,52589.7
INV/001810,Security Services,4578,746.78,3418758.84
INV/001811,Mono Carton,1384,801.27,1108957.68
INV/001811,PET Bottle 500ml,3705,661.25,2449931.25
INV/001811,Corrugated Box,3934,725.24,2853094.16
INV/001812,Cardamom Oil,2226,89.78,199850.28
INV/001813,Secondary Freight,2069,346.01,715894.69
INV/001813,Cold-Chain Haulage,4851,222.88,1081190.88
INV/001814,Refined Sugar,3190,32.39,103324.1
INV/001814,Refined Sugar,4394,40.29,177034.26
INV/001814,Edible Starch,2581,612.21,1580114.01
INV/001815,Housekeeping,3726,715.41,2665617.66
INV/001815,Consulting,2173,239.56,520563.88
INV/001815,IT AMC,4328,410.14,1775085.92
INV/001815,AMC-Machinery,3174,29.68,94204.32
INV/001816,Security Services,4823,450.15,2171073.45
INV/001817,Permitted Colour,2664,102.49,273033.36
INV/001817,Permitted Colour,3877,66.01,255920.77
INV/001817,Mint Flavour,3232,131.27,424264.64
INV/001817,Cocoa Mass,4579,356.97,1634565.63
INV/001818,Wrapper Film,2357,329.92,777621.44
INV/001819,Milk Solids,912,549.2,500870.4
INV/001819,Glucose Syrup,2382,184.29,438978.78
INV/001819,Milk Solids,625,725.07,453168.75
INV/001820,Housekeeping,1213,274.85,333393.05
INV/001820,Security Services,525,362.27,190191.75
INV/001820,Security Services,4410,225.43,994146.3
INV/001821,Glucose Syrup,4952,477.7,2365570.4
INV/001822,Primary Freight,1119,872.54,976372.26
INV/001822,Secondary Freight,931,865.11,805417.41
INV/001823,Milk Solids,4153,452.69,1880021.57
INV/001823,Milk Solids,3340,276.84,924645.6
INV/001823,Milk Solids,1687,299.33,504969.71
INV/001824,Cardamom Oil,2021,752.77,1521348.17
INV/001824,Citric Acid,631,270.93,170956.83
INV/001825,IT AMC,2104,376.87,792934.48
INV/001825,AMC-Machinery,357,571.5,204025.5
INV/001825,Consulting,808,484.87,391774.96
INV/001825,Consulting,1881,189.97,357333.57
INV/001826,Wrapper Film,243,56.76,13792.68
INV/001826,Wrapper Film,2435,453.8,1105003.0
INV/001826,Mono Carton,2163,244.98,529891.74
INV/001827,Permitted Colour,648,139.32,90279.36
INV/001828,Mint Flavour,3530,120.92,426847.6
INV/001828,Permitted Colour,304,405.94,123405.76
INV/001828,Citric Acid,1477,412.77,609661.29
INV/001829,Mint Flavour,1991,153.49,305598.59
INV/001829,Citric Acid,1781,243.56,433780.36
INV/001829,Cocoa Mass,4640,359.67,1668868.8
INV/001829,Citric Acid,783,786.33,615696.39
INV/001830,Edible Starch,4960,175.86,872265.6
INV/001831,Permitted Colour,3116,467.87,1457882.92
INV/001831,Cardamom Oil,1530,461.24,705697.2
INV/001832,Milk Solids,3287,215.08,706967.96
INV/001832,Glucose Syrup,2854,121.69,347303.26
INV/001833,Citric Acid,1395,738.11,1029663.45
INV/001833,Mint Flavour,2194,337.01,739399.94
INV/001834,Corrugated Box,685,311.42,213322.7
INV/001835,Citric Acid,3068,899.92,2760954.56
INV/001835,Cardamom Oil,169,247.93,41900.17
INV/001835,Mint Flavour,2729,288.37,786961.73
INV/001836,Security Services,3004,708.67,2128844.68
INV/001836,Security Services,2322,189.0,438858.0
INV/001836,IT AMC,419,819.33,343299.27
INV/001836,Housekeeping,575,416.26,239349.5
INV/001837,Glucose Syrup,4434,104.96,465392.64
INV/001837,Milk Solids,4512,880.09,3970966.08
INV/001838,IT AMC,4028,885.93,3568526.04
INV/001838,AMC-Machinery,4937,298.45,1473447.65
INV/001838,Housekeeping,1520,256.85,390412.0
INV/001839,Cold-Chain Haulage,4840,835.17,4042222.8
INV/001839,Warehousing,4326,480.34,2077950.84
INV/001840,Permitted Colour,574,68.99,39600.26
INV/001840,Cocoa Mass,161,716.26,115317.86
INV/001840,Permitted Colour,2513,604.24,1518455.12
INV/001841,Corrugated Box,1377,784.98,1080917.46
INV/001842,Cocoa Mass,3419,490.44,1676814.36
INV/001843,Shrink Sleeve,4294,258.25,1108925.5
INV/001843,PET Bottle 500ml,914,253.96,232119.44
INV/001843,Mono Carton,1886,596.13,1124301.18
INV/001843,Corrugated Box,1153,474.08,546614.24
INV/001844,Permitted Colour,3307,470.22,1555017.54
INV/001844,Mint Flavour,3983,594.49,2367853.67
INV/001844,Cocoa Mass,258,581.19,149947.02
INV/001844,Cardamom Oil,4484,717.96,3219332.64
INV/001845,PET Bottle 500ml,2224,562.69,1251422.56
INV/001845,Wrapper Film,1749,559.18,978005.82
INV/001845,Mono Carton,967,385.17,372459.39
INV/001845,Shrink Sleeve,311,206.72,64289.92
INV/001846,Cardamom Oil,4846,360.69,1747903.74
INV/001846,Cocoa Mass,3021,828.62,2503261.02
INV/001846,Cardamom Oil,1529,442.11,675986.19
INV/001847,Cocoa Mass,692,80.83,55934.36
INV/001848,Warehousing,3074,500.88,1539705.12
INV/001848,Cold-Chain Haulage,4806,893.29,4293151.74
INV/001849,Permitted Colour,2891,804.43,2325607.13
INV/001849,Mint Flavour,1564,415.64,650060.96
INV/001849,Permitted Colour,4900,770.13,3773637.0
INV/001850,Cardamom Oil,2473,14.0,34622.0
INV/001850,Mint Flavour,1114,240.47,267883.58
INV/001850,Permitted Colour,1544,133.94,206803.36
INV/001850,Cardamom Oil,4281,124.56,533241.36
