grn_no,po_no,grn_date,material,received_qty
GRN-00709,PO-2024-00709,2024-07-18,Refined Sugar,3490
GRN-00709,PO-2024-00709,2024-07-18,Edible Starch,1383
GRN-00710,PO-2024-00710,2025-01-12,Secondary Freight,3558
GRN-00710,PO-2024-00710,2025-01-12,Warehousing,2933
GRN-00710,PO-2024-00710,2025-01-12,Primary Freight,3506
GRN-00710,PO-2024-00710,2025-01-12,Primary Freight,3630
GRN-00711,PO-2024-00711,2025-05-16,Menthol Crystals,3305
GRN-00711,PO-2024-00711,2025-05-16,Menthol Crystals,3907
GRN-00711,PO-2024-00711,2025-05-16,Glucose Syrup,4526
GRN-00712,PO-2024-00712,2024-07-21,Security Services,3240
GRN-00712,PO-2024-00712,2024-07-21,IT AMC,4248
GRN-00713,PO-2024-00713,2024-09-06,Cold-Chain Haulage,1975
GRN-00713,PO-2024-00713,2024-09-06,Cold-Chain Haulage,3931
GRN-00714,PO-2024-00714,2025-07-08,Security Services,3006
GRN-00714,PO-2024-00714,2025-07-08,AMC-Machinery,2628
GRN-00714,PO-2024-00714,2025-07-08,Housekeeping,3424
GRN-00715,PO-2024-00715,2025-03-27,AMC-Machinery,3498
GRN-00715,PO-2024-00715,2025-03-27,Consulting,4768
GRN-00715,PO-2024-00715,2025-03-27,Housekeeping,985
GRN-00715,PO-2024-00715,2025-03-27,AMC-Machinery,3325
GRN-00716,PO-2024-00716,2024-06-23,Menthol Crystals,2218
GRN-00716,PO-2024-00716,2024-06-23,Milk Solids,1969
GRN-00716,PO-2024-00716,2024-06-23,Milk Solids,639
GRN-00717,PO-2024-00717,2024-06-17,Citric Acid,525
GRN-00717,PO-2024-00717,2024-06-17,Mint Flavour,252
GRN-00717,PO-2024-00717,2024-06-17,Permitted Colour,3142
GRN-00718,PO-2024-00718,2025-02-07,Secondary Freight,858
,PO-2024-00719,,Cold-Chain Haulage,0
,PO-2024-00719,,Warehousing,0
GRN-00720,PO-2024-00720,2025-06-11,Refined Sugar,1799
GRN-00721,PO-2024-00721,2025-03-01,Cardamom Oil,4665
GRN-00721,PO-2024-00721,2025-03-01,Cocoa Mass,4622
GRN-00721,PO-2024-00721,2025-03-01,Permitted Colour,4755
GRN-00721,PO-2024-00721,2025-03-01,Mint Flavour,776
GRN-00722,PO-2024-00722,2025-03-26,Cocoa Mass,1868
GRN-00722,PO-2024-00722,2025-03-26,Cardamom Oil,3671
GRN-00723,PO-2024-00723,2025-06-08,AMC-Machinery,689
GRN-00724,PO-2024-00724,2025-02-08,IT AMC,1389
GRN-00724,PO-2024-00724,2025-02-08,Consulting,2044
GRN-00725,PO-2024-00725,2024-02-05,Cocoa Mass,2592
GRN-00725,PO-2024-00725,2024-02-05,Cocoa Mass,3750
GRN-00725,PO-2024-00725,2024-02-05,Cardamom Oil,3098
GRN-00726,PO-2024-00726,2024-08-25,Milk Solids,3222
GRN-00727,PO-2024-00727,2025-02-09,Edible Starch,4058
GRN-00727,PO-2024-00727,2025-02-09,Menthol Crystals,2343
GRN-00728,PO-2024-00728,2024-08-01,AMC-Machinery,3041
GRN-00729,PO-2024-00729,2024-02-03,Mint Flavour,528
GRN-00730,PO-2024-00730,2025-02-14,Cardamom Oil,2006
GRN-00731,PO-2024-00731,2024-06-07,Menthol Crystals,4107
GRN-00731,PO-2024-00731,2024-06-07,Milk Solids,758
GRN-00731,PO-2024-00731,2024-06-07,Glucose Syrup,2529
GRN-00731,PO-2024-00731,2024-06-07,Refined Sugar,1597
GRN-00732,PO-2024-00732,2025-04-16,Consulting,4823
GRN-00732,PO-2024-00732,2025-04-16,Security Services,1176
GRN-00732,PO-2024-00732,2025-04-16,Housekeeping,166
GRN-00732,PO-2024-00732,2025-04-16,Housekeeping,3194
GRN-00733,PO-2024-00733,2024-07-20,Menthol Crystals,202
GRN-00733,PO-2024-00733,2024-07-20,Milk Solids,884
GRN-00734,PO-2024-00734,2024-03-08,Mint Flavour,2367
GRN-00735,PO-2024-00735,2025-06-25,Primary Freight,1004
GRN-00735,PO-2024-00735,2025-06-25,Primary Freight,3113
GRN-00736,PO-2024-00736,2024-05-05,PET Bottle 500ml,309
GRN-00736,PO-2024-00736,2024-05-05,Wrapper Film,1444
GRN-00736,PO-2024-00736,2024-05-05,Corrugated Box,728
GRN-00737,PO-2024-00737,2025-02-05,Citric Acid,4081
GRN-00737,PO-2024-00737,2025-02-05,Citric Acid,2618
GRN-00737,PO-2024-00737,2025-02-05,Mint Flavour,1913
GRN-00737,PO-2024-00737,2025-02-05,Citric Acid,3773
GRN-00738,PO-2024-00738,2024-01-03,Warehousing,2770
GRN-00738,PO-2024-00738,2024-01-03,Secondary Freight,2202
GRN-00738,PO-2024-00738,2024-01-03,Cold-Chain Haulage,3019
GRN-00739,PO-2024-00739,2025-03-03,Secondary Freight,4448
GRN-00739,PO-2024-00739,2025-03-03,Cold-Chain Haulage,1474
GRN-00740,PO-2024-00740,2024-12-29,Shrink Sleeve,1548
GRN-00740,PO-2024-00740,2024-12-29,Wrapper Film,1757
GRN-00740,PO-2024-00740,2024-12-29,PET Bottle 500ml,3368
GRN-00740,PO-2024-00740,2024-12-29,Corrugated Box,1333
GRN-00741,PO-2024-00741,2025-06-01,Corrugated Box,3101
GRN-00742,PO-2024-00742,2024-11-20,Security Services,4074
GRN-00743,PO-2024-00743,2025-04-10,Shrink Sleeve,581
GRN-00744,PO-2024-00744,2025-02-09,Warehousing,2743
GRN-00744,PO-2024-00744,2025-02-09,Primary Freight,1953
GRN-00744,PO-2024-00744,2025-02-09,Primary Freight,3707
GRN-00745,PO-2024-00745,2024-06-19,Warehousing,3087
GRN-00745,PO-2024-00745,2024-06-19,Secondary Freight,3077
GRN-00745,PO-2024-00745,2024-06-19,Warehousing,3966
GRN-00745,PO-2024-00745,2024-06-19,Secondary Freight,4568
GRN-00746,PO-2024-00746,2024-08-15,Permitted Colour,2401
GRN-00746,PO-2024-00746,2024-08-15,Cardamom Oil,2084
GRN-00746,PO-2024-00746,2024-08-15,Permitted Colour,383
GRN-00747,PO-2024-00747,2024-10-29,Shrink Sleeve,3009
GRN-00747,PO-2024-00747,2024-10-29,Mono Carton,1505
GRN-00748,PO-2024-00748,2025-03-05,Warehousing,1884
GRN-00748,PO-2024-00748,2025-03-05,Cold-Chain Haulage,2681
GRN-00748,PO-2024-00748,2025-03-05,Cold-Chain Haulage,395
GRN-00749,PO-2024-00749,2024-09-02,Housekeeping,3226
GRN-00749,PO-2024-00749,2024-09-02,Security Services,4636
GRN-00749,PO-2024-00749,2024-09-02,Consulting,101
GRN-00750,PO-2024-00750,2024-02-14,Mint Flavour,2135
GRN-00751,PO-2024-00751,2024-02-25,Mint Flavour,3360
GRN-00751,PO-2024-00751,2024-02-25,Citric Acid,584
GRN-00752,PO-2024-00752,2024-04-08,Cocoa Mass,3170
GRN-00752,PO-2024-00752,2024-04-08,Permitted Colour,3930
GRN-00752,PO-2024-00752,2024-04-08,Cardamom Oil,4116
GRN-00752,PO-2024-00752,2024-04-08,Cardamom Oil,1176
GRN-00753,PO-2024-00753,2024-04-27,Menthol Crystals,2252
GRN-00754,PO-2024-00754,2024-06-23,Cardamom Oil,4563
GRN-00754,PO-2024-00754,2024-06-23,Cocoa Mass,836
GRN-00754,PO-2024-00754,2024-06-23,Permitted Colour,709
GRN-00755,PO-2024-00755,2024-10-15,Secondary Freight,1089
GRN-00756,PO-2024-00756,2025-05-03,IT AMC,4169
GRN-00756,PO-2024-00756,2025-05-03,Security Services,2933
GRN-00756,PO-2024-00756,2025-05-03,AMC-Machinery,4350
GRN-00757,PO-2024-00757,2025-05-15,Wrapper Film,2911
GRN-00757,PO-2024-00757,2025-05-15,Corrugated Box,1954
GRN-00757,PO-2024-00757,2025-05-15,Mono Carton,1881
GRN-00757,PO-2024-00757,2025-05-15,Mono Carton,4323
GRN-00758,PO-2024-00758,2025-03-26,Refined Sugar,3229
GRN-00759,PO-2024-00759,2024-10-23,Glucose Syrup,2695
,PO-2024-00760,,Permitted Colour,0
,PO-2024-00760,,Cardamom Oil,0
,PO-2024-00760,,Permitted Colour,0
GRN-00761,PO-2024-00761,2025-02-26,Milk Solids,2102
GRN-00762,PO-2024-00762,2024-02-13,Mono Carton,3872
GRN-00762,PO-2024-00762,2024-02-13,Wrapper Film,1635
GRN-00762,PO-2024-00762,2024-02-13,Shrink Sleeve,4915
GRN-00763,PO-2024-00763,2025-03-27,PET Bottle 500ml,536
GRN-00764,PO-2024-00764,2024-02-10,Wrapper Film,4449
GRN-00764,PO-2024-00764,2024-02-10,Corrugated Box,3884
GRN-00764,PO-2024-00764,2024-02-10,Wrapper Film,4413
GRN-00765,PO-2024-00765,2024-06-13,Permitted Colour,4437
GRN-00765,PO-2024-00765,2024-06-13,Citric Acid,3843
GRN-00765,PO-2024-00765,2024-06-13,Mint Flavour,4483
GRN-00766,PO-2024-00766,2024-12-28,Corrugated Box,1934
GRN-00767,PO-2024-00767,2025-03-07,AMC-Machinery,3416
GRN-00767,PO-2024-00767,2025-03-07,Security Services,64
GRN-00768,PO-2024-00768,2024-02-15,Menthol Crystals,3801
GRN-00769,PO-2024-00769,2024-04-17,PET Bottle 500ml,1163
GRN-00769,PO-2024-00769,2024-04-17,PET Bottle 500ml,757
GRN-00769,PO-2024-00769,2024-04-17,Wrapper Film,137
GRN-00770,PO-2024-00770,2024-07-19,Secondary Freight,4118
GRN-00770,PO-2024-00770,2024-07-19,Primary Freight,2376
GRN-00770,PO-2024-00770,2024-07-19,Cold-Chain Haulage,4190
GRN-00770,PO-2024-00770,2024-07-19,Primary Freight,3100
GRN-00771,PO-2024-00771,2025-05-03,Shrink Sleeve,2658
GRN-00771,PO-2024-00771,2025-05-03,Corrugated Box,1855
GRN-00771,PO-2024-00771,2025-05-03,PET Bottle 500ml,235
GRN-00771,PO-2024-00771,2025-05-03,Mono Carton,1845
GRN-00772,PO-2024-00772,2025-04-29,Mono Carton,695
GRN-00772,PO-2024-00772,2025-04-29,Wrapper Film,4336
GRN-00773,PO-2024-00773,2025-03-30,Citric Acid,2341
GRN-00773,PO-2024-00773,2025-03-30,Citric Acid,625
GRN-00773,PO-2024-00773,2025-03-30,Cocoa Mass,3468
GRN-00773,PO-2024-00773,2025-03-30,Cardamom Oil,4493
GRN-00774,PO-2024-00774,2024-12-11,Consulting,2876
GRN-00774,PO-2024-00774,2024-12-11,Consulting,2010
GRN-00774,PO-2024-00774,2024-12-11,Security Services,3440
GRN-00775,PO-2024-00775,2024-07-16,Secondary Freight,3872
GRN-00775,PO-2024-00775,2024-07-16,Warehousing,4160
GRN-00775,PO-2024-00775,2024-07-16,Cold-Chain Haulage,4087
GRN-00776,PO-2024-00776,2024-10-15,Mono Carton,3039
GRN-00776,PO-2024-00776,2024-10-15,Wrapper Film,3979
GRN-00776,PO-2024-00776,2024-10-15,Wrapper Film,1704
GRN-00777,PO-2024-00777,2024-06-29,Refined Sugar,618
GRN-00777,PO-2024-00777,2024-06-29,Edible Starch,911
GRN-00777,PO-2024-00777,2024-06-29,Milk Solids,2394
GRN-00778,PO-2024-00778,2024-10-22,Housekeeping,4424
GRN-00778,PO-2024-00778,2024-10-22,AMC-Machinery,1526
GRN-00778,PO-2024-00778,2024-10-22,Consulting,3127
GRN-00779,PO-2024-00779,2025-05-03,Permitted Colour,423
GRN-00779,PO-2024-00779,2025-05-03,Cardamom Oil,1032
GRN-00780,PO-2024-00780,2024-11-05,Consulting,4451
GRN-00781,PO-2024-00781,2024-03-14,Milk Solids,4974
GRN-00781,PO-2024-00781,2024-03-14,Menthol Crystals,545
GRN-00781,PO-2024-00781,2024-03-14,Glucose Syrup,167
GRN-00782,PO-2024-00782,2024-11-22,Refined Sugar,2794
GRN-00782,PO-2024-00782,2024-11-22,Menthol Crystals,2377
GRN-00783,PO-2024-00783,2025-02-19,Cocoa Mass,1693
GRN-00783,PO-2024-00783,2025-02-19,Cardamom Oil,2370
GRN-00783,PO-2024-00783,2025-02-19,Mint Flavour,3591
GRN-00784,PO-2024-00784,2024-06-16,Cold-Chain Haulage,817
GRN-00784,PO-2024-00784,2024-06-16,Warehousing,600
GRN-00785,PO-2024-00785,2024-01-26,Cold-Chain Haulage,1063
GRN-00785,PO-2024-00785,2024-01-26,Secondary Freight,1592
GRN-00786,PO-2024-00786,2024-09-30,Housekeeping,1339
GRN-00786,PO-2024-00786,2024-09-30,Security Services,3721
GRN-00787,PO-2024-00787,2025-04-15,Refined Sugar,2701
GRN-00787,PO-2024-00787,2025-04-15,Refined Sugar,4244
GRN-00787,PO-2024-00787,2025-04-15,Refined Sugar,1525
GRN-00788,PO-2024-00788,2025-06-04,Shrink Sleeve,2723
GRN-00788,PO-2024-00788,2025-06-04,Shrink Sleeve,185
GRN-00788,PO-2024-00788,2025-06-04,Wrapper Film,4130
GRN-00788,PO-2024-00788,2025-06-04,Shrink Sleeve,2351
GRN-00789,PO-2024-00789,2024-06-21,Citric Acid,4807
GRN-00789,PO-2024-00789,2024-06-21,Cocoa Mass,2788
GRN-00789,PO-2024-00789,2024-06-21,Permitted Colour,2668
GRN-00790,PO-2024-00790,2025-03-23,Housekeeping,4350
GRN-00790,PO-2024-00790,2025-03-23,IT AMC,2688
GRN-00790,PO-2024-00790,2025-03-23,Consulting,2355
GRN-00790,PO-2024-00790,2025-03-23,AMC-Machinery,4118
GRN-00791,PO-2024-00791,2024-10-13,Warehousing,3236
GRN-00791,PO-2024-00791,2024-10-13,Primary Freight,4393
GRN-00791,PO-2024-00791,2024-10-13,Primary Freight,3220
GRN-00791,PO-2024-00791,2024-10-13,Cold-Chain Haulage,1276
GRN-00792,PO-2024-00792,2024-10-26,Mono Carton,1999
GRN-00792,PO-2024-00792,2024-10-26,Mono Carton,4828
GRN-00792,PO-2024-00792,2024-10-26,PET Bottle 500ml,4188
GRN-00793,PO-2024-00793,2025-04-27,Cocoa Mass,881
GRN-00793,PO-2024-00793,2025-04-27,Cardamom Oil,332
GRN-00794,PO-2024-00794,2024-07-11,Cardamom Oil,2779
GRN-00794,PO-2024-00794,2024-07-11,Mint Flavour,3194
GRN-00794,PO-2024-00794,2024-07-11,Permitted Colour,2615
GRN-00795,PO-2024-00795,2025-01-01,Refined Sugar,121
GRN-00795,PO-2024-00795,2025-01-01,Milk Solids,4918
GRN-00795,PO-2024-00795,2025-01-01,Menthol Crystals,2512
GRN-00795,PO-2024-00795,2025-01-01,Edible Starch,1157
GRN-00796,PO-2024-00796,2024-07-19,Secondary Freight,1521
GRN-00796,PO-2024-00796,2024-07-19,Primary Freight,1958
GRN-00796,PO-2024-00796,2024-07-19,Primary Freight,2404
GRN-00796,PO-2024-00796,2024-07-19,Cold-Chain Haulage,4977
GRN-00797,PO-2024-00797,2024-07-21,AMC-Machinery,3346
GRN-00798,PO-2024-00798,2025-04-03,Cold-Chain Haulage,3352
GRN-00798,PO-2024-00798,2025-04-03,Cold-Chain Haulage,2874
GRN-00798,PO-2024-00798,2025-04-03,Cold-Chain Haulage,261
GRN-00799,PO-2024-00799,2024-03-09,PET Bottle 500ml,4818
GRN-00799,PO-2024-00799,2024-03-09,PET Bottle 500ml,4894
GRN-00799,PO-2024-00799,2024-03-09,Shrink Sleeve,2881
GRN-00800,PO-2024-00800,2025-04-17,Warehousing,2304
GRN-00800,PO-2024-00800,2025-04-17,Secondary Freight,2996
GRN-00800,PO-2024-00800,2025-04-17,Primary Freight,2867
GRN-00801,PO-2024-00801,2025-01-07,Mint Flavour,4710
GRN-00801,PO-2024-00801,2025-01-07,Citric Acid,2356
GRN-00802,PO-2024-00802,2024-04-14,Cardamom Oil,3605
GRN-00803,PO-2024-00803,2024-10-19,Mint Flavour,2346
GRN-00803,PO-2024-00803,2024-10-19,Cardamom Oil,4895
GRN-00803,PO-2024-00803,2024-10-19,Cardamom Oil,3235
GRN-00803,PO-2024-00803,2024-10-19,Cocoa Mass,4397
GRN-00804,PO-2024-00804,2024-03-15,Citric Acid,910
GRN-00805,PO-2024-00805,2024-03-14,Glucose Syrup,3976
GRN-00805,PO-2024-00805,2024-03-14,Milk Solids,1866
GRN-00805,PO-2024-00805,2024-03-14,Milk Solids,3653
GRN-00805,PO-2024-00805,2024-03-14,Milk Solids,3301
GRN-00806,PO-2024-00806,2025-02-24,Permitted Colour,3922
GRN-00806,PO-2024-00806,2025-02-24,Citric Acid,2667
GRN-00806,PO-2024-00806,2025-02-24,Cardamom Oil,2884
GRN-00806,PO-2024-00806,2025-02-24,Cocoa Mass,525
GRN-00807,PO-2024-00807,2024-10-23,Cocoa Mass,1164
GRN-00807,PO-2024-00807,2024-10-23,Cardamom Oil,1853
GRN-00807,PO-2024-00807,2024-10-23,Citric Acid,239
GRN-00807,PO-2024-00807,2024-10-23,Mint Flavour,1222
GRN-00808,PO-2024-00808,2025-04-28,IT AMC,4625
GRN-00809,PO-2024-00809,2024-06-25,Cold-Chain Haulage,167
GRN-00810,PO-2024-00810,2024-02-11,Cocoa Mass,187
GRN-00811,PO-2024-00811,2025-01-27,PET Bottle 500ml,4449
GRN-00811,PO-2024-00811,2025-01-27,Wrapper Film,389
GRN-00812,PO-2024-00812,2024-11-18,Mint Flavour,524
GRN-00812,PO-2024-00812,2024-11-18,Mint Flavour,2627
GRN-00812,PO-2024-00812,2024-11-18,Cocoa Mass,2483
GRN-00812,PO-2024-00812,2024-11-18,Permitted Colour,220
GRN-00813,PO-2024-00813,2024-02-09,Consulting,921
GRN-00813,PO-2024-00813,2024-02-09,AMC-Machinery,4863
GRN-00813,PO-2024-00813,2024-02-09,Consulting,321
GRN-00814,PO-2024-00814,2024-10-27,Warehousing,2759
GRN-00815,PO-2024-00815,2025-05-10,Warehousing,61
GRN-00815,PO-2024-00815,2025-05-10,Warehousing,689
GRN-00815,PO-2024-00815,2025-05-10,Secondary Freight,3102
GRN-00815,PO-2024-00815,2025-05-10,Warehousing,469
GRN-00816,PO-2024-00816,2024-08-12,Primary Freight,1964
GRN-00816,PO-2024-00816,2024-08-12,Warehousing,2689
GRN-00817,PO-2024-00817,2024-07-18,Permitted Colour,1741
GRN-00818,PO-2024-00818,2024-05-31,Secondary Freight,2697
GRN-00818,PO-2024-00818,2024-05-31,Primary Freight,560
GRN-00818,PO-2024-00818,2024-05-31,Warehousing,1473
GRN-00818,PO-2024-00818,2024-05-31,Secondary Freight,1504
GRN-00819,PO-2024-00819,2024-06-15,Wrapper Film,4347
GRN-00820,PO-2024-00820,2025-02-13,AMC-Machinery,2348
GRN-00821,PO-2024-00821,2025-03-07,Shrink Sleeve,4596
GRN-00821,PO-2024-00821,2025-03-07,PET Bottle 500ml,3844
GRN-00821,PO-2024-00821,2025-03-07,Shrink Sleeve,4033
GRN-00822,PO-2024-00822,2024-08-20,Menthol Crystals,2283
GRN-00822,PO-2024-00822,2024-08-20,Edible Starch,1377
GRN-00822,PO-2024-00822,2024-08-20,Glucose Syrup,69
GRN-00823,PO-2024-00823,2024-07-07,PET Bottle 500ml,4463
GRN-00823,PO-2024-00823,2024-07-07,PET Bottle 500ml,3213
GRN-00824,PO-2024-00824,2024-01-19,Warehousing,2006
GRN-00824,PO-2024-00824,2024-01-19,Cold-Chain Haulage,2152
GRN-00824,PO-2024-00824,2024-01-19,Cold-Chain Haulage,3928
GRN-00824,PO-2024-00824,2024-01-19,Warehousing,2156
GRN-00825,PO-2024-00825,2024-08-07,Edible Starch,231
GRN-00826,PO-2024-00826,2025-01-05,Consulting,3653
GRN-00827,PO-2024-00827,2024-12-17,Mint Flavour,4206
GRN-00828,PO-2024-00828,2025-02-20,Secondary Freight,2392
GRN-00828,PO-2024-00828,2025-02-20,Secondary Freight,3951
GRN-00829,PO-2024-00829,2024-10-09,Edible Starch,2816
GRN-00829,PO-2024-00829,2024-10-09,Edible Starch,1478
GRN-00830,PO-2024-00830,2024-02-18,Housekeeping,773
GRN-00831,PO-2024-00831,2024-07-13,PET Bottle 500ml,4519
GRN-00831,PO-2024-00831,2024-07-13,Mono Carton,1276
GRN-00831,PO-2024-00831,2024-07-13,Corrugated Box,1767
GRN-00832,PO-2024-00832,2024-08-15,Warehousing,1415
GRN-00833,PO-2024-00833,2024-12-21,Milk Solids,817
GRN-00833,PO-2024-00833,2024-12-21,Milk Solids,1592
GRN-00834,PO-2024-00834,2024-10-10,Edible Starch,1166
GRN-00834,PO-2024-00834,2024-10-10,Milk Solids,527
GRN-00834,PO-2024-00834,2024-10-10,Refined Sugar,421
GRN-00834,PO-2024-00834,2024-10-10,Menthol Crystals,471
GRN-00835,PO-2024-00835,2024-01-17,IT AMC,878
GRN-00836,PO-2024-00836,2025-06-02,Warehousing,3100
GRN-00836,PO-2024-00836,2025-06-02,Primary Freight,914
GRN-00837,PO-2024-00837,2024-06-25,Cocoa Mass,2922
GRN-00837,PO-2024-00837,2024-06-25,Cardamom Oil,4602
GRN-00837,PO-2024-00837,2024-06-25,Mint Flavour,4749
GRN-00837,PO-2024-00837,2024-06-25,Citric Acid,2436
GRN-00838,PO-2024-00838,2024-02-08,Mono Carton,2637
GRN-00838,PO-2024-00838,2024-02-08,PET Bottle 500ml,1109
GRN-00838,PO-2024-00838,2024-02-08,Mono Carton,482
GRN-00839,PO-2024-00839,2024-09-08,IT AMC,2988
GRN-00839,PO-2024-00839,2024-09-08,Housekeeping,393
GRN-00839,PO-2024-00839,2024-09-08,AMC-Machinery,225
GRN-00840,PO-2024-00840,2024-08-18,Cold-Chain Haulage,3496
GRN-00840,PO-2024-00840,2024-08-18,Warehousing,1378
GRN-00840,PO-2024-00840,2024-08-18,Cold-Chain Haulage,4985
GRN-00840,PO-2024-00840,2024-08-18,Cold-Chain Haulage,4201
GRN-00841,PO-2024-00841,2024-08-05,Warehousing,4510
GRN-00841,PO-2024-00841,2024-08-05,Primary Freight,4646
GRN-00841,PO-2024-00841,2024-08-05,Secondary Freight,3233
GRN-00842,PO-2024-00842,2025-06-01,Cardamom Oil,2200
GRN-00842,PO-2024-00842,2025-06-01,Citric Acid,4827
GRN-00843,PO-2024-00843,2024-04-04,IT AMC,489
GRN-00843,PO-2024-00843,2024-04-04,Consulting,2263
GRN-00843,PO-2024-00843,2024-04-04,Security Services,4250
GRN-00843,PO-2024-00843,2024-04-04,Housekeeping,4296
GRN-00844,PO-2024-00844,2025-04-26,Secondary Freight,99
GRN-00844,PO-2024-00844,2025-04-26,Primary Freight,2553
GRN-00844,PO-2024-00844,2025-04-26,Cold-Chain Haulage,4409
GRN-00845,PO-2024-00845,2024-05-17,Corrugated Box,1426
GRN-00845,PO-2024-00845,2024-05-17,Shrink Sleeve,594
GRN-00845,PO-2024-00845,2024-05-17,Wrapper Film,4256
GRN-00845,PO-2024-00845,2024-05-17,Corrugated Box,4240
GRN-00846,PO-2024-00846,2024-08-25,Primary Freight,2570
GRN-00846,PO-2024-00846,2024-08-25,Secondary Freight,4232
GRN-00847,PO-2024-00847,2024-11-06,Cardamom Oil,2940
GRN-00848,PO-2024-00848,2025-04-27,AMC-Machinery,1456
GRN-00848,PO-2024-00848,2025-04-27,Housekeeping,4836
GRN-00849,PO-2024-00849,2025-02-17,Refined Sugar,3129
GRN-00849,PO-2024-00849,2025-02-17,Glucose Syrup,4600
GRN-00849,PO-2024-00849,2025-02-17,Menthol Crystals,3919
GRN-00849,PO-2024-00849,2025-02-17,Glucose Syrup,1404
GRN-00850,PO-2024-00850,2024-10-17,Warehousing,1773
GRN-00850,PO-2024-00850,2024-10-17,Warehousing,4603
GRN-00850,PO-2024-00850,2024-10-17,Primary Freight,2624
GRN-00851,PO-2024-00851,2024-08-26,Mint Flavour,2789
GRN-00851,PO-2024-00851,2024-08-26,Cardamom Oil,2315
GRN-00852,PO-2024-00852,2024-07-06,Milk Solids,3230
GRN-00852,PO-2024-00852,2024-07-06,Edible Starch,1062
GRN-00853,PO-2024-00853,2024-09-16,Cardamom Oil,4366
GRN-00854,PO-2024-00854,2024-04-07,Edible Starch,1414
GRN-00854,PO-2024-00854,2024-04-07,Edible Starch,4603
GRN-00854,PO-2024-00854,2024-04-07,Glucose Syrup,4882
GRN-00855,PO-2024-00855,2024-06-25,Wrapper Film,3025
GRN-00855,PO-2024-00855,2024-06-25,Mono Carton,2327
GRN-00856,PO-2024-00856,2024-11-03,Refined Sugar,1607
GRN-00857,PO-2024-00857,2024-03-27,Mint Flavour,3196
GRN-00857,PO-2024-00857,2024-03-27,Citric Acid,4812
GRN-00857,PO-2024-00857,2024-03-27,Mint Flavour,693
GRN-00858,PO-2024-00858,2024-10-20,Permitted Colour,2626
GRN-00858,PO-2024-00858,2024-10-20,Cardamom Oil,2694
GRN-00858,PO-2024-00858,2024-10-20,Cardamom Oil,1626
GRN-00858,PO-2024-00858,2024-10-20,Cardamom Oil,1054
GRN-00859,PO-2024-00859,2024-10-26,AMC-Machinery,3925
GRN-00859,PO-2024-00859,2024-10-26,Security Services,4571
GRN-00860,PO-2024-00860,2024-03-19,Citric Acid,4636
GRN-00861,PO-2024-00861,2024-12-04,PET Bottle 500ml,3236
GRN-00861,PO-2024-00861,2024-12-04,Shrink Sleeve,1973
GRN-00861,PO-2024-00861,2024-12-04,Wrapper Film,4363
GRN-00862,PO-2024-00862,2025-01-30,Secondary Freight,4014
GRN-00862,PO-2024-00862,2025-01-30,Primary Freight,4073
GRN-00862,PO-2024-00862,2025-01-30,Secondary Freight,1285
GRN-00862,PO-2024-00862,2025-01-30,Cold-Chain Haulage,3465
GRN-00863,PO-2024-00863,2024-06-10,Cocoa Mass,2479
GRN-00863,PO-2024-00863,2024-06-10,Cocoa Mass,1361
GRN-00863,PO-2024-00863,2024-06-10,Citric Acid,3353
GRN-00863,PO-2024-00863,2024-06-10,Citric Acid,538
GRN-00864,PO-2024-00864,2025-05-17,Milk Solids,1692
GRN-00864,PO-2024-00864,2025-05-17,Glucose Syrup,3589
GRN-00864,PO-2024-00864,2025-05-17,Menthol Crystals,2068
GRN-00865,PO-2024-00865,2024-12-18,Glucose Syrup,4005
GRN-00865,PO-2024-00865,2024-12-18,Edible Starch,2037
GRN-00865,PO-2024-00865,2024-12-18,Edible Starch,3423
GRN-00865,PO-2024-00865,2024-12-18,Milk Solids,2863
GRN-00866,PO-2024-00866,2024-08-26,Mint Flavour,1770
GRN-00866,PO-2024-00866,2024-08-26,Mint Flavour,537
GRN-00867,PO-2024-00867,2024-01-22,Mono Carton,4549
GRN-00867,PO-2024-00867,2024-01-22,Corrugated Box,1310
GRN-00867,PO-2024-00867,2024-01-22,Corrugated Box,1390
GRN-00867,PO-2024-00867,2024-01-22,Corrugated Box,4955
GRN-00868,PO-2024-00868,2024-04-03,Glucose Syrup,110
GRN-00869,PO-2024-00869,2024-07-26,Housekeeping,5265
GRN-00869,PO-2024-00869,2024-07-26,IT AMC,1562
GRN-00869,PO-2024-00869,2024-07-26,Housekeeping,3355
GRN-00870,PO-2024-00870,2025-05-29,Mono Carton,2964
GRN-00870,PO-2024-00870,2025-05-29,Mono Carton,3813
GRN-00870,PO-2024-00870,2025-05-29,Mono Carton,3942
GRN-00871,PO-2024-00871,2024-03-22,Wrapper Film,3671
GRN-00871,PO-2024-00871,2024-03-22,Corrugated Box,3794
GRN-00871,PO-2024-00871,2024-03-22,Wrapper Film,1092
GRN-00872,PO-2024-00872,2024-02-12,Consulting,1745
GRN-00873,PO-2024-00873,2024-01-16,Cocoa Mass,463
GRN-00874,PO-2024-00874,2025-02-19,Cardamom Oil,2563
GRN-00874,PO-2024-00874,2025-02-19,Mint Flavour,899
GRN-00875,PO-2024-00875,2025-02-11,IT AMC,1271
GRN-00876,PO-2024-00876,2024-05-21,Mono Carton,225
GRN-00876,PO-2024-00876,2024-05-21,Shrink Sleeve,262
GRN-00876,PO-2024-00876,2024-05-21,Shrink Sleeve,3622
