invoice_no,po_no,grn_no,vendor_code,vendor_gstin,invoice_date,plant_code,subtotal,gst_pct,gst_amount,total_amount
INV/001166,PO-2024-01166,GRN-01166,VEND-0050,10SYN8394D1Z0,2025-04-06,PLNT-03,1403506.96,5,70175.35,1473682.31
INV/001167,PO-2024-01167,GRN-01167,VEND-0081,06SYN6256H1Z0,2024-08-28,PLNT-03,745877.38,12,89505.29,835382.67
INV/001168,PO-2024-01168,GRN-01168,VEND-0073,04SYN1867D1Z4,2024-01-20,PLNT-05,1767269.86,12,212072.38,1979342.24
INV/001169,PO-2024-01169,GRN-01169,VEND-0039,19SYN6118B1Z0,2024-07-24,PLNT-01,154717.76,5,7735.89,162453.65
INV/001170,PO-2024-01170,GRN-01170,VEND-0015,26SYN4190A1ZX,2024-05-10,PLNT-03,1049256.49,18,188866.17,1238122.66
INV/001171,PO-2024-01171,GRN-01171,VEND-0075,26SYN2821G1Z6,2024-04-17,PLNT-03,2197619.65,12,263714.36,2461334.01
INV/001172,PO-2024-01172,GRN-01172,VEND-0019,19SYN1394E1Z4,2024-11-13,PLNT-15,6554219.99,12,786506.4,7340726.39
INV/001173,PO-2024-01173,GRN-01173,VEND-0004,05SYN5737A1Z8,2024-09-21,PLNT-04,1701135.35,12,204136.24,1905271.59
INV/001174,PO-2024-01174,GRN-01174,VEND-0032,15SYN9081B1Z2,2025-02-20,PLNT-03,1614400.67,5,80720.03,1695120.7
INV/001175,PO-2024-01175,GRN-01175,VEND-0020,07SYN7689A1Z6,2025-04-26,PLNT-10,5149436.24,5,257471.81,5406908.05
INV/001176,PO-2024-01176,GRN-01176,VEND-0032,15SYN9081B1Z2,2025-02-07,PLNT-10,4394113.86,12,527293.66,4921407.52
INV/001177,PO-2024-01177,GRN-01177,VEND-0045,05SYN6032E1Z7,2025-05-19,PLNT-14,2453487.92,18,441627.83,2895115.75
INV/001178,PO-2024-01178,GRN-01178,VEND-0073,04SYN1867D1Z4,2025-02-15,PLNT-02,7234366.03,18,1302185.89,8536551.92
INV/001179,PO-2024-01179,GRN-01179,VEND-0040,06SYN3209F1Z1,2025-01-02,PLNT-14,4313432.01,5,215671.6,4529103.61
INV/001180,PO-2024-01180,GRN-01180,VEND-0087,08SYN6288G1Z7,2025-06-06,PLNT-05,1504407.74,18,270793.39,1775201.13
INV/001181,PO-2024-01181,GRN-01181,VEND-0023,33SYN4333E1Z0,2025-05-04,PLNT-03,6027174.31,5,301358.72,6328533.03
INV/001182,PO-2024-01182,GRN-01182,VEND-0049,36SYN8679G1Z0,2024-03-24,PLNT-04,239542.65,5,11977.13,251519.78
INV/001183,PO-2024-01183,GRN-01183,VEND-0116,10SYN9921F1Z8,2024-05-09,PLNT-09,80608.39,18,14509.51,95117.9
INV/001184,PO-2024-01184,GRN-01184,VEND-0084,03SYN2614F1Z4,2025-06-01,PLNT-11,9128799.96,12,1095456.0,10224255.96
INV/001185,PO-2024-01185,GRN-01185,VEND-0053,06SYN6012A1Z4,2024-05-17,PLNT-12,7167661.89,5,358383.09,7526044.98
INV/001186,PO-2024-01186,GRN-01186,VEND-0037,18SYN7345C1Z2,2025-06-11,PLNT-14,2045246.62,18,368144.39,2413391.01
INV/001187,PO-2024-01187,GRN-01187,VEND-0051,31SYN3532C1Z8,2024-03-02,PLNT-02,1083080.17,18,194954.43,1278034.6
INV/001188,PO-2024-01188,GRN-01188,VEND-0102,33SYN5884H1Z1,2024-07-21,PLNT-01,4584889.17,12,550186.7,5135075.87
INV/001189,PO-2024-01189,GRN-01189,VEND-0003,05SYN7275D1Z1,2024-08-04,PLNT-02,730717.2,12,87686.06,818403.26
INV/001190,PO-2024-01190,GRN-01190,VEND-0028,17SYN2446H1Z7,2024-02-04,PLNT-04,705213.26,12,84625.59,789838.85
INV/001191,PO-2024-01191,GRN-01191,VEND-0075,26SYN2821G1Z6,2024-11-18,PLNT-13,2967558.16,12,356106.98,3323665.14
INV/001192,PO-2024-01192,GRN-01192,VEND-0020,07SYN7689A1Z6,2025-04-23,PLNT-09,109483.01,5,5474.15,114957.16
INV/001193,PO-2024-01193,GRN-01193,VEND-0090,14SYN6511D1Z5,2025-04-27,PLNT-01,3587165.78,12,430459.89,4017625.67
INV/001194,PO-2024-01194,GRN-01194,VEND-0099,21SYN5685F1Z7,2024-04-06,PLNT-11,4010336.68,5,200516.83,4210853.51
INV/001195,PO-2024-01195,GRN-01195,VEND-0109,36SYN3071D1Z2,2025-02-01,PLNT-12,118494.24,18,21328.96,139823.2
INV/001196,PO-2024-01196,GRN-01196,VEND-0003,05SYN7275D1Z1,2024-11-14,PLNT-14,1513044.22,5,75652.21,1588696.43
INV/001197,PO-2024-01197,GRN-01197,VEND-0040,06SYN3209F1Z1,2024-07-21,PLNT-07,1521552.4,12,182586.29,1704138.69
INV/001198,PO-2024-01198,GRN-01198,VEND-0114,35SYN6712E1Z2,2024-10-09,PLNT-10,3439901.6,5,171995.08,3611896.68
INV/001199,PO-2024-01199,GRN-01199,VEND-0003,05SYN7275D1Z1,2025-02-21,PLNT-02,968772.32,5,48438.62,1017210.94
INV/001200,PO-2024-01200,GRN-01200,VEND-0047,14SYN4930C1Z8,2025-04-05,PLNT-01,1543199.36,5,77159.97,1620359.33
INV/001201,PO-2024-01201,GRN-01201,VEND-0029,24SYN7301G1Z0,2025-03-31,PLNT-12,2877260.01,5,143863.0,3021123.01
INV/001202,PO-2024-01202,GRN-01202,VEND-0006,29SYN5618E1Z1,2025-05-05,PLNT-02,3814204.08,18,686556.73,4500760.81
INV/001203,PO-2024-01203,GRN-01203,VEND-0017,25SYN8004B1Z6,2024-09-22,PLNT-10,4487768.34,12,538532.2,5026300.54
INV/001204,PO-2024-01204,GRN-01204,VEND-0100,17SYN3560A1Z0,2024-08-03,PLNT-06,1314672.23,5,65733.61,1380405.84
INV/001205,PO-2024-01205,GRN-01205,VEND-0078,31SYN1175A1Z6,2025-02-18,PLNT-11,5251396.6,5,262569.83,5513966.43
INV/001206,PO-2024-01206,GRN-01206,VEND-0100,17SYN3560A1Z0,2024-02-16,PLNT-10,8399605.6,12,1007952.67,9407558.27
INV/001207,PO-2024-01207,GRN-01207,VEND-0072,17SYN7631F1Z2,2025-02-20,PLNT-15,2388738.58,12,286648.63,2675387.21
INV/001208,PO-2024-01208,GRN-01208,VEND-0105,06SYN3530G1ZX,2025-04-08,PLNT-03,5450709.54,12,654085.14,6104794.68
INV/001209,PO-2024-01209,GRN-01209,VEND-0115,23SYN5634C1Z8,2024-01-28,PLNT-13,5310550.17,12,637266.02,5947816.19
INV/001210,PO-2024-01210,GRN-01210,VEND-0017,25SYN8004B1Z6,2024-05-17,PLNT-08,7382722.82,18,1328890.11,8711612.93
INV/001211,PO-2024-01211,GRN-01211,VEND-0012,21SYN8990D1Z0,2024-10-12,PLNT-13,1815080.25,5,90754.01,1905834.26
INV/001212,PO-2024-01212,GRN-01212,VEND-0072,17SYN7631F1Z2,2024-12-11,PLNT-12,4624506.44,18,832411.16,5456917.6
INV/001213,PO-2024-01213,GRN-01213,VEND-0054,29SYN9963D1Z5,2024-06-24,PLNT-06,1092366.3,5,54618.32,1146984.62
INV/001214,PO-2024-01214,GRN-01214,VEND-0078,31SYN1175A1Z6,2025-01-31,PLNT-14,830650.02,5,41532.5,872182.52
INV/001215,PO-2024-01215,GRN-01215,VEND-0047,14SYN4930C1Z8,2024-09-17,PLNT-06,4651949.51,5,232597.48,4884546.99
INV/001216,PO-2024-01216,GRN-01216,VEND-0091,12SYN1205G1Z1,2024-02-04,PLNT-11,6365823.25,12,763898.79,7129722.04
INV/001217,PO-2024-01217,GRN-01217,VEND-0024,18SYN8160F1Z1,2025-02-03,PLNT-09,1633817.0,12,196058.04,1829875.04
INV/001218,PO-2024-01218,GRN-01218,VEND-0001,05SYN7964D1Z5,2025-02-16,PLNT-05,3703609.38,5,185180.47,3888789.85
INV/001219,PO-2024-01219,GRN-01219,VEND-0115,23SYN5634C1Z8,2024-11-22,PLNT-02,134146.35,18,24146.34,158292.69
INV/001220,PO-2024-01220,GRN-01220,VEND-0036,29SYN8022A1Z5,2024-11-02,PLNT-03,2252689.6,12,270322.75,2523012.35
INV/001221,PO-2024-01221,GRN-01221,VEND-0063,07SYN4428H1Z2,2024-12-09,PLNT-08,992895.36,18,178721.16,1171616.52
INV/001222,PO-2024-01222,GRN-01222,VEND-0074,33SYN2148A1Z4,2024-07-12,PLNT-03,1570875.75,12,188505.09,1759380.84
INV/001223,PO-2024-01223,GRN-01223,VEND-0026,18SYN3971A1Z2,2025-02-06,PLNT-06,6340972.39,12,760916.69,7101889.08
INV/001224,PO-2024-01224,GRN-01224,VEND-0061,34SYN2370G1Z4,2024-02-17,PLNT-02,6798542.98,18,1223737.74,8022280.72
INV/001225,PO-2024-01225,GRN-01225,VEND-0001,05SYN7964D1Z5,2024-07-18,PLNT-07,1606613.7,12,192793.64,1799407.34
INV/001226,PO-2024-01226,GRN-01226,VEND-0013,32SYN8447C1Z2,2024-01-21,PLNT-14,1108508.84,12,133021.06,1241529.9
INV/001227,PO-2024-01227,GRN-01227,VEND-0108,05SYN6531D1Z8,2025-02-24,PLNT-02,2589191.38,5,129459.57,2718650.95
INV/001228,PO-2024-01228,GRN-01228,VEND-0091,12SYN1205G1Z1,2024-02-16,PLNT-12,1088222.39,18,195880.03,1284102.42
INV/001229,PO-2024-01229,GRN-01229,VEND-0044,24SYN6087B1Z4,2024-07-23,PLNT-12,563745.6,12,67649.47,631395.07
INV/001230,PO-2024-01230,GRN-01230,VEND-0109,36SYN3071D1ZX,2025-06-27,PLNT-02,1920592.96,5,96029.65,2016622.61
INV/001231,PO-2024-01231,GRN-01231,VEND-0105,06SYN3530G1Z2,2024-05-12,PLNT-09,1295331.2,12,155439.74,1450770.94
INV/001232,PO-2024-01232,GRN-01232,VEND-0034,06SYN8493G1Z1,2024-11-20,PLNT-15,1117025.28,18,201064.55,1318089.83
INV/001233,PO-2024-01233,GRN-01233,VEND-0106,25SYN7571D1Z6,2024-04-14,PLNT-01,867595.65,5,43379.78,910975.43
INV/001234,PO-2024-01234,GRN-01234,VEND-0003,05SYN7275D1Z1,2025-06-23,PLNT-05,292694.81,5,14634.74,307329.55
INV/001235,PO-2024-01235,GRN-01235,VEND-0009,29SYN6794F1Z3,2024-03-10,PLNT-12,6516281.67,18,1172930.7,7689212.37
INV/001236,PO-2024-01236,GRN-01236,VEND-0006,29SYN5618E1Z1,2025-01-06,PLNT-05,707056.0,18,127270.08,834326.08
INV/001237,PO-2024-01237,GRN-01237,VEND-0112,31SYN5139H1Z7,2024-09-25,PLNT-07,1273029.84,12,152763.58,1425793.42
INV/001238,PO-2024-01238,GRN-01238,VEND-0071,11SYN7451D1Z7,2024-11-16,PLNT-05,1416411.5,12,169969.38,1586380.88
INV/001239,PO-2024-01239,GRN-01239,VEND-0034,06SYN8493G1Z1,2024-08-19,PLNT-13,3182383.68,5,159119.18,3341502.86
INV/001240,PO-2024-01240,GRN-01240,VEND-0020,07SYN7689A1Z6,2024-03-23,PLNT-02,54400.41,5,2720.02,57120.43
INV/001241,PO-2024-01241,GRN-01241,VEND-0017,25SYN8004B1Z6,2024-01-31,PLNT-05,218398.07,18,39311.65,257709.72
INV/001242,PO-2024-01242,GRN-01242,VEND-0110,03SYN2271C1Z4,2024-01-20,PLNT-04,4397293.41,18,791512.81,5188806.22
INV/001243,PO-2024-01243,GRN-01243,VEND-0065,23SYN4255D1Z8,2025-03-18,PLNT-15,3527605.86,5,176380.29,3703986.15
INV/001244,PO-2024-01244,GRN-01244,VEND-0115,23SYN5634C1Z8,2024-03-11,PLNT-06,1647906.0,5,82395.3,1730301.3
INV/001245,PO-2024-01245,GRN-01245,VEND-0006,29SYN5618E1Z1,2025-05-15,PLNT-12,1305633.42,12,156676.01,1462309.43
INV/001246,PO-2024-01246,GRN-01246,VEND-0049,36SYN8679G1Z0,2024-10-02,PLNT-09,2209525.96,12,265143.12,2474669.08
INV/001247,PO-2024-01247,GRN-01247,VEND-0119,35SYN9930F1Z1,2025-02-09,PLNT-13,2282463.02,5,114123.15,2396586.17
INV/001248,PO-2024-01248,GRN-01248,VEND-0082,24SYN6658A1Z0,2024-12-05,PLNT-12,3497482.1,12,419697.85,3917179.95
INV/001249,PO-2024-01249,GRN-01249,VEND-0023,33SYN4333E1Z0,2025-05-19,PLNT-10,2857366.88,18,514326.04,3371692.92
INV/001250,PO-2024-01250,GRN-01250,VEND-0093,18SYN8043D1Z0,2024-01-18,PLNT-12,5069620.59,18,912531.71,5982152.3
INV/001251,PO-2024-01251,GRN-01251,VEND-0015,26SYN4190A1Z0,2024-09-25,PLNT-09,3356753.26,18,604215.59,3960968.85
INV/001252,PO-2024-01252,,VEND-0008,14SYN2642D1Z8,2025-01-16,PLNT-04,301027.54,12,36123.3,337150.84
INV/001253,PO-2024-01253,GRN-01253,VEND-0013,32SYN8447C1Z2,2025-05-13,PLNT-07,2321409.86,12,278569.18,2599979.04
INV/001254,PO-2024-01254,GRN-01254,VEND-0030,12SYN7909B1Z7,2024-11-12,PLNT-08,4257134.64,18,766284.24,5023418.88
INV/001255,PO-2024-01255,GRN-01255,VEND-0074,33SYN2148A1Z4,2025-06-08,PLNT-14,3143271.96,12,377192.64,3520464.6
INV/001256,PO-2024-01256,GRN-01256,VEND-0118,03SYN3688G1Z3,2025-02-22,PLNT-05,459452.22,12,55134.27,514586.49
INV/001257,PO-2024-01257,GRN-01257,VEND-0100,17SYN3560A1Z0,2024-01-28,PLNT-06,2405241.86,5,120262.09,2525503.95
INV/001258,PO-2024-01258,GRN-01258,VEND-0068,33SYN5455H1Z6,2025-04-07,PLNT-11,2884445.24,18,519200.14,3403645.38
INV/001259,PO-2024-01259,GRN-01259,VEND-0016,35SYN5010G1Z8,2025-03-09,PLNT-15,4562250.04,12,547470.0,5109720.04
INV/001260,PO-2024-01260,GRN-01260,VEND-0072,17SYN7631F1Z2,2024-12-08,PLNT-08,2851206.5,18,513217.17,3364423.67
INV/001261,PO-2024-01261,GRN-01261,VEND-0038,29SYN6000D1Z4,2024-09-02,PLNT-01,2803513.93,5,140175.7,2943689.63
INV/001262,PO-2024-01262,GRN-01262,VEND-0118,03SYN3688G1Z3,2025-06-25,PLNT-08,276292.28,18,49732.61,326024.89
INV/001263,PO-2024-01263,GRN-01263,VEND-0089,36SYN6228E1Z4,2024-09-06,PLNT-02,5016519.57,5,250825.98,5267345.55
INV/001264,PO-2024-01264,GRN-01264,VEND-0011,17SYN3044F1Z0,2024-05-28,PLNT-05,2665556.41,12,319866.77,2985423.18
INV/001265,PO-2024-01265,GRN-01265,VEND-0096,34SYN2449G1Z5,2024-05-05,PLNT-12,6290069.81,12,754808.38,7044878.19
INV/001266,PO-2024-01266,GRN-01266,VEND-0102,33SYN5884H1Z1,2025-01-03,PLNT-07,2207047.61,18,397268.57,2604316.18
INV/001267,PO-2024-01267,GRN-01267,VEND-0041,17SYN7014B1Z5,2025-01-20,PLNT-12,2384047.5,12,286085.7,2670133.2
INV/001268,PO-2024-01268,GRN-01268,VEND-0075,26SYN2821G1Z6,2025-03-22,PLNT-09,4221099.26,5,211054.96,4432154.22
INV/001269,PO-2024-01269,GRN-01269,VEND-0030,12SYN7909B1Z7,2024-06-23,PLNT-15,3203355.16,5,160167.76,3363522.92
INV/001270,PO-2024-01270,GRN-01270,VEND-0066,05SYN4082B1Z1,2024-09-27,PLNT-07,720300.0,18,129654.0,849954.0
INV/001271,PO-2024-01271,GRN-01271,VEND-0110,03SYN2271C1Z4,2024-10-18,PLNT-11,2422514.3,12,290701.72,2713216.02
INV/001272,PO-2024-01272,GRN-01272,VEND-0043,04SYN7884H1Z5,2024-06-27,PLNT-15,1493211.22,5,74660.56,1567871.78
INV/001273,PO-2024-01273,GRN-01273,VEND-0040,06SYN3209F1Z1,2024-05-11,PLNT-09,3780927.73,5,189046.39,3969974.12
INV/001274,PO-2024-01274,GRN-01274,VEND-0016,35SYN5010G1Z8,2024-04-22,PLNT-14,4610333.34,5,230516.67,4840850.01
INV/001275,PO-2024-01275,GRN-01275,VEND-0076,12SYN8277G1Z5,2025-07-03,PLNT-14,2795578.75,18,503204.17,3298782.92
INV/001276,PO-2024-01276,GRN-01276,VEND-0102,33SYN5884H1Z1,2024-07-31,PLNT-10,5388324.04,5,269416.2,5657740.24
INV/001277,PO-2024-01277,GRN-01277,VEND-0029,24SYN7301G1Z0,2025-07-02,PLNT-13,5921598.56,12,710591.83,6632190.39
INV/001278,PO-2024-01278,GRN-01278,VEND-0092,35SYN4762F1Z4,2024-09-07,PLNT-01,1409196.26,12,169103.55,1578299.81
INV/001279,PO-2024-01279,GRN-01279,VEND-0032,15SYN9081B1Z2,2025-01-28,PLNT-15,4753888.58,5,237694.43,4991583.01
INV/001280,PO-2024-01280,GRN-01280,VEND-0068,33SYN5455H1Z6,2025-01-27,PLNT-13,1181888.64,12,141826.64,1323715.28
INV/001281,PO-2024-01281,GRN-01281,VEND-0110,03SYN2271C1Z4,2025-03-21,PLNT-02,4537061.6,12,544447.39,5081508.99
INV/001282,PO-2024-01282,GRN-01282,VEND-0001,05SYN7964D1Z5,2025-04-16,PLNT-06,2882286.27,12,345874.35,3228160.62
INV/001283,PO-2024-01283,GRN-01283,VEND-0041,17SYN7014B1Z5,2024-08-10,PLNT-09,8332330.88,12,999879.71,9332210.59
INV/001284,PO-2024-01284,GRN-01284,VEND-0082,24SYN6658A1Z0,2024-05-26,PLNT-05,745533.88,5,37276.69,782810.57
INV/001285,PO-2024-01285,GRN-01285,VEND-0050,10SYN8394D1Z0,2024-10-02,PLNT-03,1345646.05,18,242216.29,1587862.34
INV/001286,PO-2024-01286,GRN-01286,VEND-0088,07SYN3699H1Z8,2024-05-13,PLNT-13,2091372.53,12,250964.7,2342337.23
INV/001287,PO-2024-01287,GRN-01287,VEND-0118,03SYN3688G1Z3,2024-10-07,PLNT-07,2561091.5,18,460996.47,3022087.97
INV/001288,PO-2024-01288,GRN-01288,VEND-0036,29SYN8022A1Z5,2025-01-17,PLNT-13,11656.41,18,2098.15,13754.56
INV/001289,PO-2024-01289,GRN-01289,VEND-0051,31SYN3532C1Z8,2024-08-12,PLNT-08,2017137.39,18,363084.73,2380222.12
INV/001290,PO-2024-01290,GRN-01290,VEND-0119,35SYN9930F1Z1,2024-05-20,PLNT-06,3570311.66,5,178515.58,3748827.24
INV/001291,PO-2024-01291,GRN-01291,VEND-0119,35SYN9930F1Z1,2024-07-19,PLNT-15,1070345.68,18,192662.22,1263007.9
INV/001292,PO-2024-01292,GRN-01292,VEND-0116,10SYN9921F1Z8,2024-03-04,PLNT-11,1620367.65,5,81018.38,1701386.03
INV/001293,PO-2024-01293,GRN-01293,VEND-0116,10SYN9921F1Z8,2025-01-23,PLNT-09,2676860.06,5,133843.0,2810703.06
INV/001294,PO-2024-01294,GRN-01294,VEND-0089,36SYN6228E1Z4,2024-09-06,PLNT-02,5856683.47,12,702802.02,6559485.49
INV/001295,PO-2024-01295,GRN-01295,VEND-0111,21SYN4337E1Z2,2024-06-06,PLNT-01,107043.85,5,5352.19,112396.04
INV/001296,PO-2024-01296,GRN-01296,VEND-0053,06SYN6012A1Z4,2024-04-22,PLNT-04,5563292.53,18,1001392.66,6564685.19
INV/001297,PO-2024-01297,GRN-01297,VEND-0050,10SYN8394D1Z0,2024-01-17,PLNT-14,6220678.59,5,311033.93,6531712.52
INV/001298,PO-2024-01298,GRN-01298,VEND-0038,29SYN6000D1Z4,2024-11-25,PLNT-06,4337037.55,5,216851.88,4553889.43
INV/001299,PO-2024-01299,GRN-01299,VEND-0076,12SYN8277G1Z5,2025-04-30,PLNT-04,2293354.82,5,114667.74,2408022.56
INV/001300,PO-2024-01300,GRN-01300,VEND-0083,28SYN4741C1Z7,2024-04-14,PLNT-09,3172035.93,18,570966.47,3743002.4
INV/001301,PO-2024-01301,GRN-01301,VEND-0106,25SYN7571D1ZX,2024-02-18,PLNT-03,3975135.11,5,198756.76,4173891.87
INV/001302,PO-2024-01302,GRN-01302,VEND-0120,33SYN1818E1Z6,2025-02-18,PLNT-12,10204116.95,5,510205.85,10714322.8
INV/001303,PO-2024-01303,GRN-01303,VEND-0092,35SYN4762F1Z4,2024-10-31,PLNT-09,1862274.88,18,335209.48,2197484.36
INV/001304,PO-2024-01304,GRN-01304,VEND-0029,24SYN7301G1Z0,2025-05-15,PLNT-01,3500290.2,5,175014.51,3675304.71
INV/001305,PO-2024-01305,GRN-01305,VEND-0053,06SYN6012A1Z4,2024-09-27,PLNT-08,57999.1,5,2899.95,60899.05
INV/001306,PO-2024-01306,GRN-01306,VEND-0020,07SYN7689A1Z6,2025-01-10,PLNT-14,1582205.32,12,189864.64,1772069.96
INV/001307,PO-2024-01307,GRN-01307,VEND-0030,12SYN7909B1Z7,2024-11-30,PLNT-04,4680494.43,18,842489.0,5522983.43
INV/001308,PO-2024-01308,GRN-01308,VEND-0091,12SYN1205G1Z1,2025-03-29,PLNT-01,3100085.12,12,372010.21,3472095.33
INV/001309,PO-2024-01309,GRN-01309,VEND-0012,21SYN8990D1Z0,2024-05-21,PLNT-11,46039.59,12,5524.75,51564.34
INV/001310,PO-2024-01310,GRN-01310,VEND-0118,03SYN3688G1Z3,2025-04-21,PLNT-07,1527504.93,18,274950.89,1802455.82
INV/001311,PO-2024-01311,,VEND-0061,34SYN2370G1Z4,2024-05-28,PLNT-07,2464691.13,12,295762.94,2760454.07
INV/001312,PO-2024-01312,GRN-01312,VEND-0091,12SYN1205G1Z1,2024-11-27,PLNT-02,1186024.63,12,142322.96,1328347.59
INV/001313,PO-2024-01313,GRN-01313,VEND-0076,12SYN8277G1Z5,2024-03-29,PLNT-08,8812686.73,18,1586283.61,10398970.34
INV/001314,PO-2024-01314,GRN-01314,VEND-0117,08SYN2481G1Z4,2024-06-06,PLNT-08,4155185.71,12,498622.29,4653808.0
INV/001315,PO-2024-01315,GRN-01315,VEND-0036,29SYN8022A1Z5,2024-05-30,PLNT-04,2074897.46,5,103744.87,2178642.33
INV/001316,PO-2024-01316,GRN-01316,VEND-0021,34SYN7702E1Z3,2025-06-23,PLNT-15,3215165.98,5,160758.3,3375924.28
INV/001317,PO-2024-01317,GRN-01317,VEND-0029,24SYN7301G1Z0,2024-09-19,PLNT-01,1238896.32,5,61944.82,1300841.14
INV/001318,PO-2024-01318,GRN-01318,VEND-0010,30SYN5908D1Z3,2024-07-10,PLNT-12,2266165.78,5,113308.29,2379474.07
INV/001319,PO-2024-01319,GRN-01319,VEND-0056,30SYN3890E1Z1,2024-03-14,PLNT-09,1731609.79,5,86580.49,1818190.28
INV/001320,PO-2024-01320,,VEND-0058,05SYN7943A1Z6,2024-06-14,PLNT-12,1515581.56,18,272804.68,1788386.24
INV/001321,PO-2024-01321,GRN-01321,VEND-0090,14SYN6511D1Z5,2024-04-10,PLNT-06,47890.89,18,8620.36,56511.25
INV/001322,PO-2024-01322,GRN-01322,VEND-0050,10SYN8394D1Z0,2024-04-19,PLNT-15,2190923.24,12,262910.79,2453834.03
INV/001323,PO-2024-01323,GRN-01323,VEND-0007,31SYN5053F1Z4,2025-03-11,PLNT-02,2950983.25,18,531176.98,3482160.23
INV/001324,PO-2024-01324,GRN-01324,VEND-0071,11SYN7451D1Z7,2024-01-30,PLNT-09,6661106.04,18,1198999.09,7860105.13
INV/001325,PO-2024-01325,GRN-01325,VEND-0004,05SYN5737A1Z8,2024-02-21,PLNT-03,3513127.36,12,421575.28,3934702.64
INV/001326,PO-2024-01326,GRN-01326,VEND-0043,04SYN7884H1Z5,2025-01-31,PLNT-09,2300394.57,18,414071.02,2714465.59
INV/001327,PO-2024-01327,GRN-01327,VEND-0054,29SYN9963D1Z5,2024-09-28,PLNT-12,2631050.62,12,315726.07,2946776.69
INV/001328,PO-2024-01328,GRN-01328,VEND-0028,17SYN2446H1Z7,2024-11-23,PLNT-12,3730963.76,5,186548.19,3917511.95
INV/001329,PO-2024-01329,GRN-01329,VEND-0056,30SYN3890E1Z1,2024-03-09,PLNT-01,3204882.3,18,576878.81,3781761.11
INV/001330,PO-2024-01330,GRN-01330,VEND-0025,18SYN2169F1Z6,2025-01-28,PLNT-15,2064948.44,18,371690.72,2436639.16
INV/001331,PO-2024-01331,GRN-01331,VEND-0017,25SYN8004B1Z6,2024-02-19,PLNT-04,1934309.3,12,232117.12,2166426.42
INV/001332,PO-2024-01332,GRN-01332,VEND-0049,36SYN8679G1Z0,2025-04-21,PLNT-11,2430004.56,18,437400.82,2867405.38
INV/001333,PO-2024-01333,GRN-01333,VEND-0018,08SYN4274A1Z4,2024-07-05,PLNT-06,3204214.67,18,576758.64,3780973.31
INV/001334,PO-2024-01334,GRN-01334,VEND-0014,24SYN2486G1Z6,2024-07-24,PLNT-01,5239162.95,5,261958.15,5501121.1
INV/001335,PO-2024-01335,GRN-01335,VEND-0045,05SYN6032E1Z7,2024-10-14,PLNT-01,1765374.67,18,317767.44,2083142.11
INV/001336,PO-2024-01336,GRN-01336,VEND-0056,30SYN3890E1Z1,2024-07-15,PLNT-03,1424472.66,12,170936.72,1595409.38
INV/001337,PO-2024-01337,GRN-01337,VEND-0085,08SYN3968A1Z5,2024-09-13,PLNT-09,3040612.89,12,364873.55,3405486.44
INV/001338,PO-2024-01338,GRN-01338,VEND-0022,35SYN4697H1Z2,2024-01-21,PLNT-09,2919044.25,12,350285.31,3269329.56
INV/001339,PO-2024-01339,GRN-01339,VEND-0025,18SYN2169F1Z6,2024-09-23,PLNT-06,1815040.26,12,217804.83,2032845.09
INV/001340,PO-2024-01340,GRN-01340,VEND-0062,26SYN5460E1Z4,2024-05-31,PLNT-15,1186186.68,18,213513.6,1399700.28
INV/001341,PO-2024-01341,GRN-01341,VEND-0018,08SYN4274A1Z4,2025-05-20,PLNT-14,3291631.75,12,394995.81,3686627.56
INV/001342,PO-2024-01342,GRN-01342,VEND-0089,36SYN6228E1Z4,2024-12-16,PLNT-03,5420595.64,12,650471.48,6071067.12
INV/001343,PO-2024-01343,GRN-01343,VEND-0076,12SYN8277G1Z5,2024-02-16,PLNT-10,825998.72,18,148679.77,974678.49
INV/001344,PO-2024-01344,GRN-01344,VEND-0088,07SYN3699H1Z8,2024-01-20,PLNT-07,1065499.24,12,127859.91,1193359.15
INV/001345,PO-2024-01345,GRN-01345,VEND-0106,25SYN7571D1Z6,2024-11-07,PLNT-15,2343121.62,5,117156.08,2460277.7
INV/001346,PO-2024-01346,GRN-01346,VEND-0118,03SYN3688G1Z3,2025-04-01,PLNT-11,7565704.17,5,378285.21,7943989.38
INV/001347,PO-2024-01347,GRN-01347,VEND-0080,17SYN3777F1Z5,2024-10-23,PLNT-03,1296076.74,18,233293.81,1529370.55
INV/001348,PO-2024-01348,GRN-01348,VEND-0038,29SYN6000D1Z4,2024-03-27,PLNT-09,2410321.08,18,433857.79,2844178.87
INV/001349,PO-2024-01349,GRN-01349,VEND-0048,09SYN3488B1Z3,2024-09-18,PLNT-14,1432372.58,5,71618.63,1503991.21
INV/001350,PO-2024-01350,GRN-01350,VEND-0059,26SYN5156B1Z6,2024-07-07,PLNT-07,121252.6,12,14550.31,135802.91
INV/001351,PO-2024-01351,GRN-01351,VEND-0087,08SYN6288G1Z7,2025-06-08,PLNT-10,5444787.54,12,653374.5,6098162.04
INV/001352,PO-2024-01352,GRN-01352,VEND-0062,26SYN5460E1Z4,2024-11-18,PLNT-05,135671.6,5,6783.58,142455.18
INV/001353,PO-2024-01353,GRN-01353,VEND-0052,12SYN4908F1Z5,2024-05-10,PLNT-07,4245438.74,5,212271.94,4457710.68
INV/001354,PO-2024-01354,GRN-01354,VEND-0117,08SYN2481G1Z4,2025-06-09,PLNT-04,2291176.98,5,114558.85,2405735.83
